Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
FLT3 Signaling	9/38	1.953764616321579E-13	1.8706734774665235E-12	0	0	67.76771504357711	1983.1441208158462	HCK;LCK;ABL2;FYN;PTPN11;GRB2;PIK3R1;CBL;SOS1
Erythropoietin Activates RAS	7/14	2.103653482566767E-13	1.991299262475133E-12	0	0	213.90322580645162	6243.8203211568825	LYN;SHC1;GRB2;JAK2;SOS1;VAV1;CRKL
FCERI Mediated Ca+2 Mobilization	12/110	2.906097409182745E-13	2.719976563875536E-12	0	0	27.553803339517625	795.3899958975134	LYN;VAV3;ITK;TEC;SHC1;BTK;PLCG2;GRB2;LCP2;PLCG1;SOS1;VAV1
Downstream Signaling of Activated FGFR4	8/27	6.025445984612907E-13	5.51560055514566E-12	0	0	90.98855835240275	2560.2009979330746	SHC1;GAB1;PTPN11;GRB2;PIK3R1;PLCG1;FGFR4;SOS1
Interleukin Receptor SHC Signaling	8/27	6.025445984612907E-13	5.51560055514566E-12	0	0	90.98855835240275	2560.2009979330746	SHC1;PIK3R3;PIK3R2;GRB2;PTPN6;PIK3R1;JAK2;SOS1
Cellular Responses to Stress	24/787	6.314435972845297E-13	5.717309962369709E-12	0	0	7.92039732358419	222.49004188331168	RB1;MAP2K3;CDKN1A;HSP90AA1;CDKN2B;HSP90AB1;CDKN2C;SHC1;HSPA4;STAT3;PTK6;MAPK14;HIF1A;RELA;AR;CDK6;CCNE1;SP1;MYC;MDM4;VHL;SKP2;MAP2K6;MAPK3
Cell Surface Interactions at the Vascular Wall	15/233	6.626249024766002E-13	5.935124126483957E-12	0	0	15.932541824069077	446.78937672446654	LYN;YES1;SHC1;SRC;CAV1;PIK3R2;PTPN11;PIK3R1;LCK;GRB2;FYN;PTPN6;PLCG1;SOS1;CD44
ESR-mediated Signaling	14/192	7.51953864480849E-13	6.663591160771779E-12	0	0	18.036843480533054	503.51835195815767	HSP90AA1;HSP90AB1;SHC1;SRC;CAV1;PIK3R3;PIK3R2;PIK3R1;PTK2;EGFR;IGF1R;SP1;MYC;MAPK3
RHO GTPase Cycle	19/450	8.341585999517604E-13	7.3142538290507E-12	0	0	10.59582939474664	294.6949457890564	VAV3;HSP90AA1;HSP90AB1;JUP;SRC;CAV1;WAS;PIK3R3;PIK3R2;PIK3R1;VAV1;ZAP70;LCK;CDC37;ABL2;GRB2;SOS1;EPHA2;NCK1
GAB1 Signalosome	7/17	1.1776305932533702E-12	1.0218398793542265E-11	0	0	149.70967741935485	4112.153059869295	SRC;PXN;GAB1;PTPN11;GRB2;PIK3R1;EGFR
Signaling by ALK Fusions and Activated Point Mutants	11/93	1.2059718300720768E-12	1.0250760555612653E-11	0	0	29.87092354069608	819.7697210889528	RB1;ZAP70;CDKN1A;SHC1;STAT3;PIK3R2;GRB2;PTPN6;PIK3R1;PLCG1;MAPK3
Signaling by ALK in Cancer	11/93	1.2059718300720768E-12	1.0250760555612653E-11	0	0	29.87092354069608	819.7697210889528	RB1;ZAP70;CDKN1A;SHC1;STAT3;PIK3R2;GRB2;PTPN6;PIK3R1;PLCG1;MAPK3
Antigen Activates B Cell Receptor (BCR) Leading to Generation of Second Messengers	11/95	1.5320632521895938E-12	1.2890996859332642E-11	0	0	29.156768325307652	793.1925561175326	LYN;BLNK;BTK;PLCG2;FYN;GRB2;PTPN6;PIK3R1;SOS1;VAV1;NCK1
Downstream Signaling of Activated FGFR1	8/31	2.106313405693771E-12	1.754559066942911E-11	0	0	75.14933837429112	2020.4712660868786	SHC1;GAB1;PTPN11;GRB2;PIK3R1;PLCG1;SOS1;FGFR1
Signaling by FGFR2	10/75	3.9021184368312554E-12	3.21828183948558E-11	0	0	33.9059829059829	890.6932695310954	SHC1;SRC;GAB1;PTPN11;GRB2;PIK3R1;PLCG1;SOS1;CBL;MAPK3
Signalling to ERKs	8/34	4.7886230166494255E-12	3.910708796930364E-11	0	0	66.46822742474916	1732.479606254108	SHC1;SRC;GRB2;MAPK14;SOS1;CRK;CRKL;MAPK3
Constitutive Signaling by Overexpressed ERBB2	6/11	6.074487967833078E-12	4.8654312280816867E-11	0	0	253.9787234042553	6559.489038498821	HSP90AA1;SHC1;CDC37;ERBB2;GRB2;SOS1
Signaling by FGFR4 in Disease	6/11	6.074487967833078E-12	4.8654312280816867E-11	0	0	253.9787234042553	6559.489038498821	GAB1;GRB2;PIK3R1;PLCG1;FGFR4;SOS1
Generic Transcription Pathway	28/1230	6.1839203718560105E-12	4.905910161672435E-11	0	0	6.049454612682566	156.13078958255664	RB1;CSF1R;CDKN1A;SRC;RELA;EGFR;SOCS3;CCND2;MYC;ERBB2;SKP2;TEAD2;MAP2K6;MAPK3;CDKN2B;YES1;CAV1;PTPN11;MAPK14;AR;KAT2A;CDK6;CCNE1;SP1;CDK1;MDM4;STUB1;TP73
Signaling by Insulin Receptor	10/82	9.785475361000104E-12	7.689906580861402E-11	0	0	30.598765432098766	775.6824347849118	SHC1;GAB1;PIK3R2;PTPN11;GRB2;PIK3R1;SOS1;FGFR4;MAPK3;FGFR1
TCR Signaling	11/113	1.0596777082173211E-11	8.249640476121762E-11	0	0	23.989645296320777	606.2296407962513	ITK;ZAP70;LCK;PLCG2;WAS;PIK3R2;LCP2;PIK3R1;PLCG1;RELA;NCK1
Signaling by LTK	6/12	1.2100229834924697E-11	9.332862456011364E-11	0	0	211.63829787234042	5320.120499263678	SHC1;TNK2;GRB2;PIK3R2;PIK3R1;SOS1
Growth Hormone Receptor Signaling	7/24	2.0369288050871164E-11	1.5566621051720808E-10	0	0	88.03352308665401	2167.120607254655	LYN;SOCS3;SOCS1;STAT3;PTPN6;JAK2;MAPK3
Cell-Cell Communication	12/157	2.075245424036942E-11	1.5715267620207023E-10	0	0	18.578369905956112	456.99736798601646	JUP;SP1;SRC;PXN;PIK3R2;GRB2;FYN;PTPN11;PTPN6;PIK3R1;PTK2;NCK1
Generation of Second Messenger Molecules	8/41	2.448876154589047E-11	1.8377602133087174E-10	0	0	52.35046113306983	1279.068703594446	ITK;ZAP70;LCK;WAS;PLCG2;LCP2;PLCG1;NCK1
Downstream Signaling of Activated FGFR3	7/25	2.8175782545196892E-11	2.0955738267990188E-10	0	0	83.13859020310633	2019.6490479869533	SHC1;GAB1;PTPN11;GRB2;PIK3R1;PLCG1;SOS1
Signaling by the B Cell Receptor (BCR)	12/162	3.002676773185505E-11	2.2134776566933856E-10	0	0	17.954545454545453	435.01945865333914	LYN;BTK;PLCG2;BLNK;GRB2;FYN;PTPN6;PIK3R1;SOS1;VAV1;RELA;NCK1
SARS-CoV Infections	18/498	4.64864033186588E-11	3.396769646003752E-10	0	0	8.88109756097561	211.29784089928182	RB1;BECN1;HSP90AA1;HSP90AB1;CAV1;PTPN11;VAV1;RELA;SP1;BTK;PLCG2;BLNK;GRB2;PTPN6;VHL;JAK2;SOS1;NCK1
RNA Polymerase II Transcription	28/1360	6.571963368031417E-11	4.76038737875667E-10	0	0	5.421087754421087	127.1007818907291	RB1;CSF1R;CDKN1A;SRC;RELA;EGFR;SOCS3;CCND2;MYC;ERBB2;SKP2;TEAD2;MAP2K6;MAPK3;CDKN2B;YES1;CAV1;PTPN11;MAPK14;AR;KAT2A;CDK6;CCNE1;SP1;CDK1;MDM4;STUB1;TP73
Signaling by Nuclear Receptors	14/270	7.480522324052171E-11	5.37178887580643E-10	0	0	12.491642441860465	291.25680160907893	HSP90AA1;HSP90AB1;SHC1;SRC;CAV1;PIK3R3;PIK3R2;PIK3R1;PTK2;EGFR;IGF1R;SP1;MYC;MAPK3
IRS-mediated Signalling	8/48	9.398156584218372E-11	6.691166183464875E-10	0	0	43.17391304347826	996.7959566837154	GAB1;PIK3R2;PTPN11;GRB2;PIK3R1;FGFR4;SOS1;FGFR1
PI3K Events in ERBB2 Signaling	6/16	1.0319401695537806E-10	7.284797976595757E-10	0	0	126.95744680851064	2919.311614912519	ERBB3;ERBB2;GAB1;GRB2;PIK3R1;EGFR
Downstream Signaling of Activated FGFR2	7/30	1.1692252677215784E-10	8.184576874051049E-10	0	0	65.04862085086489	1487.6300567258356	SHC1;GAB1;PTPN11;GRB2;PIK3R1;PLCG1;SOS1
Interferon Signaling	14/280	1.2102026984932975E-10	8.400823732040973E-10	0	0	12.015911872705018	274.3841053960485	BECN1;STAT3;PTPN11;SOCS3;SOCS1;NEDD4;CDK1;PTPN6;PLCG1;JAK2;CD44;MAP2K6;NCK1;MAPK3
Regulation of Actin Dynamics for Phagocytic Cup Formation	11/143	1.3919240866048413E-10	9.582419538362254E-10	0	0	18.50936329588015	420.07303377719785	VAV3;HSP90AA1;HSP90AB1;BTK;WAS;GRB2;CRK;PTK2;VAV1;NCK1;MAPK3
Signaling by NTRK3 (TRKC)	6/17	1.588407279315142E-10	1.0845436587455027E-9	0	0	115.4100580270793	2604.0108877049797	SHC1;SRC;GRB2;PIK3R1;PLCG1;SOS1
FCERI Mediated MAPK Activation	10/111	2.0931253056653934E-10	1.417539333023799E-9	0	0	21.78107810781078	485.43908324569253	LYN;VAV3;SHC1;PLCG2;GRB2;LCP2;PLCG1;SOS1;VAV1;MAPK3
Interleukin-4 and Interleukin-13 Signaling	10/112	2.2889211611090158E-10	1.5376381670998469E-9	0	0	21.56644880174292	478.7270773793685	SOCS3;CDKN1A;HSP90AA1;SOCS1;MYC;HGF;STAT3;PIK3R1;JAK2;HIF1A
Tie2 Signaling	6/18	2.373034023799583E-10	1.5813898734600422E-9	0	0	105.7872340425532	2344.4229997513735	SHC1;PIK3R2;PTPN11;GRB2;PIK3R1;SOS1
Oncogene Induced Senescence	7/35	3.7842821207002547E-10	2.501830957574057E-9	0	0	53.41935483870968	1158.9326214557811	RB1;CDKN2B;CDKN2C;CDK6;SP1;MDM4;MAPK3
Signaling by ERBB4	8/58	4.582416898182106E-10	3.0056325009336177E-9	0	0	34.52173913043478	742.3425106520441	ERBB3;SHC1;SRC;NEDD4;GRB2;PIK3R1;SOS1;EGFR
CTLA4 Inhibitory Signaling	6/21	6.853233235378736E-10	4.451008712409175E-9	0	0	84.61702127659575	1785.5147986513823	LYN;YES1;SRC;LCK;PTPN11;FYN
Gene Expression (Transcription)	29/1615	6.950342491819E-10	4.451008712409175E-9	0	0	4.716498232776229	99.45708118756107	RB1;CSF1R;CDKN1A;SRC;RELA;EGFR;SOCS3;CCND2;MYC;ERBB2;SKP2;TEAD2;MAP2K6;MAPK3;HSP90AA1;CDKN2B;YES1;CAV1;PTPN11;MAPK14;AR;KAT2A;CDK6;CCNE1;SP1;CDK1;MDM4;STUB1;TP73
MET Receptor Recycling	5/10	6.976960389464207E-10	4.451008712409175E-9	0	0	209.42105263157896	4415.273807367233	HGF;GAB1;GRB2;CRK;CRKL
Signaling by FGFR1 in Disease	7/38	7.015930824950526E-10	4.451008712409175E-9	0	0	48.242455775234134	1016.8384438797891	STAT3;GAB1;GRB2;PIK3R1;PLCG1;SOS1;FGFR1
Cell Cycle, Mitotic	17/516	7.05321908809137E-10	4.451008712409175E-9	0	0	7.963324238839124	167.80608938053695	RB1;LYN;CDKN1A;HSP90AA1;CDKN2B;HSP90AB1;CDKN2C;SRC;PTK6;CCND2;CDK6;CCNE1;MYC;CDK1;SKP2;JAK2;MAPK3
Signaling by FGFR in Disease	8/63	9.071159362465458E-10	5.681410337544156E-9	0	0	31.375494071146246	653.2613448546307	STAT3;GAB1;GRB2;PIK3R1;PLCG1;SOS1;FGFR4;FGFR1
SHC1 Events in ERBB2 Signaling	6/22	9.385304187224506E-10	5.834297304446279E-9	0	0	79.32446808510639	1648.8943846629518	ERBB3;SHC1;ERBB2;GRB2;SOS1;EGFR
Viral Infection Pathways	23/1029	1.0102530679439534E-9	6.233635597017134E-9	0	0	5.610002323720018	116.20034264200005	RB1;BECN1;HSP90AA1;HSP90AB1;CAV1;PTPN11;VAV1;RELA;EGFR;IGF1R;HCK;SP1;LCK;BTK;PLCG2;BLNK;GRB2;FYN;PTPN6;VHL;JAK2;SOS1;NCK1
MET Promotes Cell Motility	7/41	1.2346549238306154E-9	7.56226140846252E-9	0	0	43.979127134724855	902.120715958797	SRC;HGF;GAB1;GRB2;CRK;PTK2;CRKL
Interleukin-6 Signaling	5/11	1.2740619013297642E-9	7.690533071070242E-9	0	0	174.50877192982455	3574.1238767778955	SOCS3;STAT3;PTPN11;CBL;JAK2
MET Activates RAP1 and RAC1	5/11	1.2740619013297642E-9	7.690533071070242E-9	0	0	174.50877192982455	3574.1238767778955	HGF;GAB1;GRB2;CRK;CRKL
PI3K Cascade	7/44	2.078922419697571E-9	1.2458578241784723E-8	0	0	40.40714908456844	807.7961325798182	GAB1;PIK3R2;PTPN11;GRB2;PIK3R1;FGFR4;FGFR1
Signaling by PDGFRA Extracellular Domain Mutants	5/12	2.175484501424856E-9	1.282068571586744E-8	0	0	149.57142857142858	2983.3538737885965	STAT3;GRB2;PIK3R2;PIK3R1;SOS1
Signaling by PDGFRA Transmembrane, Juxtamembrane and Kinase Domain Mutants	5/12	2.175484501424856E-9	1.282068571586744E-8	0	0	149.57142857142858	2983.3538737885965	STAT3;GRB2;PIK3R2;PIK3R1;SOS1
Inactivation of CSF3 (G-CSF) Signaling	6/25	2.2009100328559953E-9	1.282068571586744E-8	0	0	66.78947368421052	1331.4077443064766	LYN;SOCS3;HCK;SOCS1;STAT3;JAK2
Interleukin-7 Signaling	6/25	2.2009100328559953E-9	1.282068571586744E-8	0	0	66.78947368421052	1331.4077443064766	SOCS1;HGF;STAT3;PIK3R3;PIK3R2;PIK3R1
MET Activates PTPN11	4/5	2.9299625387746827E-9	1.6949019408328545E-8	0	0	829.125	16290.877003827774	HGF;GAB1;GRB2;PTPN11
Transcriptional Regulation by RUNX2	9/106	2.977679850561884E-9	1.7106257348400338E-8	0	0	20.191118160190324	396.39448319138353	RB1;AR;CDKN1A;YES1;SRC;CDK1;STUB1;SKP2;MAPK3
Cell Cycle	18/649	3.227038382471242E-9	1.8411801182181814E-8	0	0	6.703297128058444	131.06086136159553	RB1;LYN;CDKN1A;HSP90AA1;CDKN2B;HSP90AB1;CDKN2C;SRC;PTK6;CCND2;CDK6;CCNE1;MYC;CDK1;MDM4;SKP2;JAK2;MAPK3
Integrin Signaling	6/27	3.649133337536311E-9	2.0678422246039097E-8	0	0	60.422492401215806	1173.935078642783	SHC1;SRC;GRB2;SOS1;CRK;PTK2
FLT3 Signaling in Disease	6/28	4.62567207184485E-9	2.6035032674640267E-8	0	0	57.67311411992263	1106.841884002455	CDKN1A;PTPN11;GRB2;PIK3R1;CBL;SOS1
Regulation of IFNG Signaling	5/14	5.455797470657816E-9	3.050120330911383E-8	0	0	116.32163742690058	2213.2037588561466	SOCS3;SOCS1;PTPN11;PTPN6;JAK2
Downregulation of ERBB2 Signaling	6/29	5.808911217086465E-9	3.225882029222017E-8	0	0	55.16281221091582	1046.1005475342995	HSP90AA1;ERBB3;CDC37;ERBB2;STUB1;EGFR
MET Activates PI3K AKT Signaling	4/6	8.756305301264766E-9	4.8304651099030135E-8	0	0	414.5416666666667	7691.195409208177	HGF;GAB1;GRB2;PIK3R1
Negative Regulation of FGFR4 Signaling	6/31	8.931530269150024E-9	4.894713627764454E-8	0	0	50.744680851063826	940.4855798769996	SRC;PTPN11;GRB2;CBL;FGFR4;MAPK3
Potential Therapeutics for SARS	10/164	9.57834985795322E-9	5.2148793671078644E-8	0	0	14.246753246753247	263.0486399710064	HSP90AA1;HSP90AB1;BTK;PLCG2;BLNK;GRB2;JAK2;SOS1;VAV1;NCK1
Signal Regulatory Protein Family Interactions	5/16	1.1809708936460002E-8	6.306081759019987E-8	0	0	95.16267942583733	1737.1322721698393	SRC;PTPN11;GRB2;PTPN6;PTK2
Signaling by FLT3 ITD and TKD Mutants	5/16	1.1809708936460002E-8	6.306081759019987E-8	0	0	95.16267942583733	1737.1322721698393	CDKN1A;PTPN11;GRB2;PIK3R1;SOS1
Spry Regulation of FGF Signaling	5/16	1.1809708936460002E-8	6.306081759019987E-8	0	0	95.16267942583733	1737.1322721698393	SRC;PTPN11;GRB2;CBL;MAPK3
Negative Regulation of FGFR1 Signaling	6/33	1.332760512433603E-8	7.07127074431332E-8	0	0	46.981087470449175	851.928184835787	SRC;PTPN11;GRB2;CBL;MAPK3;FGFR1
Aberrant Regulation of Mitotic G1 S Transition in Cancer Due to RB1 Defects	5/17	1.6664329868330147E-8	8.730431937307556E-8	0	0	87.2280701754386	1562.2543301775686	RB1;CDKN1A;CCND2;CDK6;CCNE1
Defective Binding of RB1 Mutants to E2F1,(E2F2, E2F3)	5/17	1.6664329868330147E-8	8.730431937307556E-8	0	0	87.2280701754386	1562.2543301775686	RB1;CDKN1A;CCND2;CDK6;CCNE1
EPH-Ephrin Signaling	8/92	1.9360467649976495E-8	1.0079543470269013E-7	0	0	20.51345755693582	364.31967494816774	VAV3;LYN;YES1;SRC;RASA1;FYN;PTK2;EPHA2
Erythropoietin Activates Phospholipase C Gamma (PLCG)	4/7	2.0353220377172602E-8	1.0530579238624085E-7	0	0	276.34722222222223	4894.11668073383	LYN;PLCG2;PLCG1;JAK2
Oxidative Stress Induced Senescence	8/94	2.296427241845562E-8	1.1761824505913311E-7	0	0	20.03437815975733	352.3912127034468	MAP2K3;CDKN2B;CDKN2C;CDK6;MDM4;MAPK14;MAP2K6;MAPK3
Aberrant Regulation of Mitotic Cell Cycle Due to RB1 Defects	6/36	2.315653324093377E-8	1.1761824505913311E-7	0	0	42.276595744680854	743.2643597897634	RB1;CDKN1A;CCND2;CDK6;CCNE1;SKP2
RHO GTPases Activate WASPs and WAVEs	6/36	2.315653324093377E-8	1.1761824505913311E-7	0	0	42.276595744680854	743.2643597897634	WAS;BTK;GRB2;PTK2;MAPK3;NCK1
NCAM Signaling for Neurite Out-Growth	7/63	2.7780729183799686E-8	1.4025059036427358E-7	0	0	26.672043010752688	464.0648293034006	SRC;FYN;GRB2;SOS1;PTK2;MAPK3;FGFR1
RAC1 GTPase Cycle	10/184	2.876107698751733E-8	1.4432516343736107E-7	0	0	12.596424010217113	218.72736564799916	VAV3;CAV1;WAS;PIK3R3;ABL2;PIK3R2;PIK3R1;SOS1;VAV1;EPHA2
Diseases of Mitotic Cell Cycle	6/38	3.255718140890647E-8	1.6239600068035385E-7	0	0	39.630319148936174	683.2373177278538	RB1;CDKN1A;CCND2;CDK6;CCNE1;SKP2
Platelet Aggregation (Plug Formation)	6/39	3.8321924864731144E-8	1.900128774542919E-7	0	0	38.42746615087041	656.2352024554509	SHC1;SRC;GRB2;SOS1;CRK;PTK2
PI-3K Cascade FGFR4	5/20	4.125948781479833E-8	2.0098920087559655E-7	0	0	69.7719298245614	1186.3589670673543	GAB1;PTPN11;GRB2;PIK3R1;FGFR4
Signaling by PDGFR in Disease	5/20	4.125948781479833E-8	2.0098920087559655E-7	0	0	69.7719298245614	1186.3589670673543	STAT3;PIK3R2;GRB2;PIK3R1;SOS1
Signalling to RAS	5/20	4.125948781479833E-8	2.0098920087559655E-7	0	0	69.7719298245614	1186.3589670673543	SHC1;SRC;GRB2;MAPK14;SOS1
RHOU GTPase Cycle	6/40	4.490330125051338E-8	2.1746773221905607E-7	0	0	37.29536921151439	630.9911964369484	SRC;PIK3R2;GRB2;PIK3R1;NCK1;EPHA2
PI-3K Cascade FGFR1	5/21	5.393912839422759E-8	2.597184621525525E-7	0	0	65.40789473684211	1094.6279146074917	GAB1;PTPN11;GRB2;PIK3R1;FGFR1
Toll Like Receptor 4 (TLR4) Cascade	9/148	5.5909605958164556E-8	2.67659205535351E-7	0	0	14.060320973990038	234.80074670853205	MAP2K3;SOCS1;BTK;PLCG2;PTPN11;MAPK14;RELA;MAP2K6;MAPK3
EPHB-mediated Forward Signaling	6/42	6.087524850447576E-8	2.897661828813046E-7	0	0	35.219858156028366	585.1581910270995	LYN;YES1;SRC;RASA1;FYN;PTK2
Signaling by FGFR3 in Disease	5/22	6.952779612445798E-8	3.2907189870269035E-7	0	0	61.55727554179567	1014.5586511243146	GAB1;GRB2;PIK3R1;PLCG1;SOS1
SHC-related Events Triggered by IGF1R	4/9	7.271156528405779E-8	3.421962366193228E-7	0	0	165.79166666666666	2725.0787274146833	SHC1;GRB2;SOS1;IGF1R
Netrin-1 Signaling	6/44	8.125995834190388E-8	3.8027834437531425E-7	0	0	33.36282194848824	544.6685016709359	SRC;FYN;PTPN11;PLCG1;PTK2;NCK1
Anti-inflammatory Response Favouring Leishmania Parasite Infection	9/159	1.0367722141110608E-7	4.797951413080632E-7	0	0	13.021978021978022	209.41923444142978	LYN;FGR;HCK;YES1;SRC;PLCG2;FYN;PLCG1;MAPK14
Leishmania Parasite Growth and Survival	9/159	1.0367722141110608E-7	4.797951413080632E-7	0	0	13.021978021978022	209.41923444142978	LYN;FGR;HCK;YES1;SRC;PLCG2;FYN;PLCG1;MAPK14
CD28 Dependent PI3K Akt Signaling	5/24	1.1133534201071883E-7	5.067887425952393E-7	0	0	55.07202216066482	881.7426765760633	LCK;PIK3R3;PIK3R2;FYN;PIK3R1
Interleukin-6 Family Signaling	5/24	1.1133534201071883E-7	5.067887425952393E-7	0	0	55.07202216066482	881.7426765760633	SOCS3;STAT3;PTPN11;CBL;JAK2
RUNX2 Regulates Osteoblast Differentiation	5/24	1.1133534201071883E-7	5.067887425952393E-7	0	0	55.07202216066482	881.7426765760633	RB1;AR;YES1;SRC;MAPK3
MAPK3 (ERK1) Activation	4/10	1.2072170882080684E-7	5.435739645823357E-7	0	0	138.15277777777777	2200.743061756685	CDK1;PTPN11;JAK2;MAPK3
Signal Attenuation	4/10	1.2072170882080684E-7	5.435739645823357E-7	0	0	138.15277777777777	2200.743061756685	SHC1;GRB2;SOS1;MAPK3
Senescence-Associated Secretory Phenotype (SASP)	7/81	1.6226053397495962E-7	7.266829290383944E-7	0	0	20.16594013368207	315.2755696135512	CDKN1A;CDKN2B;CDKN2C;CDK6;STAT3;RELA;MAPK3
FCGR3A-mediated IL10 Synthesis	8/121	1.6619219212191572E-7	7.403106739976245E-7	0	0	15.226625625240477	237.68946743341303	LYN;FGR;HCK;YES1;SRC;PLCG2;FYN;PLCG1
MET Activates RAS Signaling	4/11	1.8897870569801037E-7	8.329061473356753E-7	0	0	118.41071428571429	1833.191043808636	SHC1;HGF;GRB2;SOS1
Signaling by Leptin	4/11	1.8897870569801037E-7	8.329061473356753E-7	0	0	118.41071428571429	1833.191043808636	SOCS3;STAT3;PTPN11;JAK2
EPH-ephrin Mediated Repulsion of Cells	6/51	2.0154987540902773E-7	8.836370853458953E-7	0	0	28.163120567375888	434.19727817155456	VAV3;LYN;YES1;SRC;FYN;EPHA2
Toll-like Receptor Cascades	9/174	2.2391643060271403E-7	9.765569983877528E-7	0	0	11.82917082917083	181.1281801320447	MAP2K3;SOCS1;BTK;PLCG2;PTPN11;MAPK14;RELA;MAP2K6;MAPK3
CD28 Dependent Vav1 Pathway	4/12	2.823818698304803E-7	1.2187777076103114E-6	0	0	103.60416666666667	1562.3514066482542	LCK;FYN;GRB2;VAV1
Erythropoietin Activates Phosphoinositide-3-kinase (PI3K)	4/12	2.823818698304803E-7	1.2187777076103114E-6	0	0	103.60416666666667	1562.3514066482542	LYN;GAB1;PIK3R1;JAK2
RAC2 GTPase Cycle	7/88	2.8791719084994645E-7	1.2362629895773474E-6	0	0	18.41669985397584	277.36641961337006	VAV3;CAV1;PIK3R3;PIK3R2;PIK3R1;VAV1;EPHA2
EPHA-mediated Growth Cone Collapse	5/29	3.049719828171407E-7	1.2895515821658791E-6	0	0	43.58771929824562	653.9485543615966	LYN;YES1;SRC;FYN;EPHA2
Negative Regulation of FGFR3 Signaling	5/29	3.049719828171407E-7	1.2895515821658791E-6	0	0	43.58771929824562	653.9485543615966	SRC;PTPN11;GRB2;CBL;MAPK3
VEGFR2 Mediated Vascular Permeability	5/29	3.049719828171407E-7	1.2895515821658791E-6	0	0	43.58771929824562	653.9485543615966	VAV3;HSP90AA1;JUP;CAV1;VAV1
ERBB2 Activates PTK6 Signaling	4/13	4.0632190809492903E-7	1.709424997187252E-6	0	0	92.08796296296296	1355.1775240556426	ERBB3;ERBB2;PTK6;EGFR
RUNX2 Regulates Bone Development	5/31	4.3290430419407903E-7	1.8121069617772255E-6	0	0	40.23076923076923	589.4913692416433	RB1;AR;YES1;SRC;MAPK3
Role of LAT2 NTAL LAB on Calcium Mobilization	7/95	4.870812608813885E-7	2.028693451570983E-6	0	0	16.94574780058651	246.30364599049298	LYN;SHC1;PIK3R2;FYN;GRB2;PIK3R1;SOS1
DCC Mediated Attractive Signaling	4/14	5.666707862160507E-7	2.313905710382207E-6	0	0	82.875	1192.031512125974	SRC;FYN;PTK2;NCK1
Interleukin-15 Signaling	4/14	5.666707862160507E-7	2.313905710382207E-6	0	0	82.875	1192.031512125974	SHC1;STAT3;GRB2;SOS1
PTK6 Regulates RHO GTPases, RAS GTPase and MAP Kinases	4/14	5.666707862160507E-7	2.313905710382207E-6	0	0	82.875	1192.031512125974	RASA1;PXN;PTK6;CRK
SHC1 Events in EGFR Signaling	4/14	5.666707862160507E-7	2.313905710382207E-6	0	0	82.875	1192.031512125974	SHC1;GRB2;SOS1;EGFR
Bacterial Infection Pathways	8/143	5.997662897784454E-7	2.43709911895339E-6	0	0	12.731078904991948	182.3946762872212	MAP2K3;HSP90AA1;HSP90AB1;SRC;GRB2;CBL;MAP2K6;MAPK3
Interferon Gamma Signaling	7/99	6.456173156350435E-7	2.6106758442912195E-6	0	0	16.205703599812995	230.98084791361276	SOCS3;SOCS1;PTPN11;PTPN6;JAK2;CD44;MAPK3
Negative Regulation of FGFR2 Signaling	5/34	7.005822036110875E-7	2.819251089893893E-6	0	0	36.063520871143375	511.06892537274086	SRC;PTPN11;GRB2;CBL;MAPK3
GRB2 SOS Provides Linkage to MAPK Signaling for Integrins	4/15	7.697717176424293E-7	3.082787696135306E-6	0	0	75.33712121212122	1060.5336009814866	SRC;GRB2;SOS1;PTK2
Nuclear Events Stimulated by ALK Signaling in Cancer	5/35	8.141181753380749E-7	3.244786794529265E-6	0	0	34.85964912280702	488.7727284548838	RB1;ZAP70;STAT3;PTPN6;MAPK3
GRB2 Events in ERBB2 Signaling	4/16	1.022429274849078E-6	4.055636123568009E-6	0	0	69.05555555555556	952.506005361108	ERBB2;GRB2;SOS1;EGFR
Antiviral Mechanism by IFN-stimulated Genes	8/158	1.2771475994252645E-6	5.042009243228651E-6	0	0	11.44927536231884	155.37675811114764	BECN1;NEDD4;STAT3;CDK1;PLCG1;MAP2K6;NCK1;MAPK3
Platelet Sensitization by LDL	4/17	1.331899620230903E-6	5.2333603002468975E-6	0	0	63.74038461538461	862.3375666219024	FGR;PTPN11;PTPN6;MAPK14
G Alpha (Q) Signalling Events	9/219	1.5414541886584396E-6	6.0283161462557754E-6	0	0	9.273155416012559	124.10063879391502	BTK;PIK3R3;PIK3R2;GRB2;PIK3R1;SOS1;GRM1;EGFR;MAPK3
Gastrin-CREB Signalling Pathway via PKC and MAPK	4/18	1.7058808579487874E-6	6.609296533355069E-6	0	0	59.18452380952381	786.055047821626	GRB2;SOS1;EGFR;MAPK3
PI-3K Cascade FGFR3	4/18	1.7058808579487874E-6	6.609296533355069E-6	0	0	59.18452380952381	786.055047821626	GAB1;PTPN11;GRB2;PIK3R1
Cyclin E Associated Events During G1 S Transition	6/73	1.7435855822072015E-6	6.72410550916018E-6	0	0	18.89456970466815	250.5338107736021	RB1;CDKN1A;CCNE1;MYC;PTK6;SKP2
MyD88 MAL(TIRAP) Cascade Initiated on Plasma Membrane	7/115	1.7803660782147685E-6	6.8029584548298265E-6	0	0	13.793707686180804	182.6106414280396	MAP2K3;SOCS1;BTK;MAPK14;RELA;MAP2K6;MAPK3
