Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Non-Membrane Spanning Protein Tyrosine Kinase Activity (GO:0004715)	2/36	0.07532030078654114	0.1936085583976192	0	0	4.638588235294118	11.9954150679228	SYK;PTK2B
Basal RNA Polymerase II Transcription Machinery Binding (GO:0001099)	2/36	0.07532030078654114	0.1936085583976192	0	0	4.638588235294118	11.9954150679228	DRAP1;ERCC5
5'-3' DNA Helicase Activity (GO:0043139)	1/7	0.08494714407994312	0.20334222614136382	0	0	13.108897742363878	32.32295065360141	ERCC2
Icosanoid Binding (GO:0050542)	1/7	0.08494714407994312	0.20334222614136382	0	0	13.108897742363878	32.32295065360141	PPARG
O-acetyltransferase Activity (GO:0016413)	1/7	0.08494714407994312	0.20334222614136382	0	0	13.108897742363878	32.32295065360141	IFNB1
S-methyltransferase Activity (GO:0008172)	1/7	0.08494714407994312	0.20334222614136382	0	0	13.108897742363878	32.32295065360141	DNMT3A
Neurotrophin Binding (GO:0043121)	1/7	0.08494714407994312	0.20334222614136382	0	0	13.108897742363878	32.32295065360141	NGFR
Oxidized DNA Binding (GO:0032356)	1/7	0.08494714407994312	0.20334222614136382	0	0	13.108897742363878	32.32295065360141	RPS3
Peptide Transmembrane Transporter Activity (GO:1904680)	1/7	0.08494714407994312	0.20334222614136382	0	0	13.108897742363878	32.32295065360141	SLC15A2
Phosphatidylethanolamine Binding (GO:0008429)	1/7	0.08494714407994312	0.20334222614136382	0	0	13.108897742363878	32.32295065360141	NF1
Bubble DNA Binding (GO:0000405)	1/7	0.08494714407994312	0.20334222614136382	0	0	13.108897742363878	32.32295065360141	ERCC5
Crossover Junction DNA Endonuclease Activity (GO:0008821)	1/7	0.08494714407994312	0.20334222614136382	0	0	13.108897742363878	32.32295065360141	XRCC3
Estrogen 16-Alpha-Hydroxylase Activity (GO:0101020)	1/7	0.08494714407994312	0.20334222614136382	0	0	13.108897742363878	32.32295065360141	CYP1B1
Growth Factor Activity (GO:0008083)	3/85	0.09225587894803469	0.21609448332715203	0	0	2.8895092565383487	6.886247454759919	CSF3;VEGFC;IL2
Protein Heterodimerization Activity (GO:0046982)	5/190	0.0928799441750346	0.21609448332715203	0	0	2.140606193237772	5.087038327672734	ARNT;TP53;TLR4;GPHA2;AURKA
5S rRNA Binding (GO:0008097)	1/8	0.09648082675964229	0.21609448332715203	0	0	11.235628912919749	26.273517981296447	MDM2
Histone H3K4 Demethylase Activity (GO:0032453)	1/8	0.09648082675964229	0.21609448332715203	0	0	11.235628912919749	26.273517981296447	KDM1A
Long-Chain Fatty Acid Binding (GO:0036041)	1/8	0.09648082675964229	0.21609448332715203	0	0	11.235628912919749	26.273517981296447	PPARD
RAGE Receptor Binding (GO:0050786)	1/8	0.09648082675964229	0.21609448332715203	0	0	11.235628912919749	26.273517981296447	S100A4
RNA Polymerase II CTD Heptapeptide Repeat Kinase Activity (GO:0008353)	1/8	0.09648082675964229	0.21609448332715203	0	0	11.235628912919749	26.273517981296447	MAPK1
Adenylate Cyclase Inhibiting G Protein-Coupled Glutamate Receptor Activity (GO:0001640)	1/8	0.09648082675964229	0.21609448332715203	0	0	11.235628912919749	26.273517981296447	GRM3
Peptide N-acetyltransferase Activity (GO:0034212)	1/8	0.09648082675964229	0.21609448332715203	0	0	11.235628912919749	26.273517981296447	EP300
Phosphatidylinositol Bisphosphate Kinase Activity (GO:0052813)	1/8	0.09648082675964229	0.21609448332715203	0	0	11.235628912919749	26.273517981296447	PIK3CA
Single-Stranded DNA Endodeoxyribonuclease Activity (GO:0000014)	1/8	0.09648082675964229	0.21609448332715203	0	0	11.235628912919749	26.273517981296447	ERCC1
1-Phosphatidylinositol-3-Kinase Activity (GO:0016303)	1/9	0.10786970507467322	0.21975583533829704	0	0	9.830677290836654	21.891259052677174	PIK3CA
Sulfurtransferase Activity (GO:0016783)	1/9	0.10786970507467322	0.21975583533829704	0	0	9.830677290836654	21.891259052677174	MPST
Thioesterase Binding (GO:0031996)	1/9	0.10786970507467322	0.21975583533829704	0	0	9.830677290836654	21.891259052677174	RAC1
Histone H3K9 Methyltransferase Activity (GO:0046974)	1/9	0.10786970507467322	0.21975583533829704	0	0	9.830677290836654	21.891259052677174	SETDB1
DNA N-glycosylase Activity (GO:0019104)	1/9	0.10786970507467322	0.21975583533829704	0	0	9.830677290836654	21.891259052677174	RPS3
DNA Endonuclease Activity, Producing 3'-Phosphomonoesters (GO:0016889)	1/9	0.10786970507467322	0.21975583533829704	0	0	9.830677290836654	21.891259052677174	XRCC3
Tumor Necrosis Factor Receptor Binding (GO:0005164)	1/9	0.10786970507467322	0.21975583533829704	0	0	9.830677290836654	21.891259052677174	TNF
G-quadruplex DNA Binding (GO:0051880)	1/9	0.10786970507467322	0.21975583533829704	0	0	9.830677290836654	21.891259052677174	POT1
G-rich Strand Telomeric DNA Binding (GO:0098505)	1/9	0.10786970507467322	0.21975583533829704	0	0	9.830677290836654	21.891259052677174	POT1
Interleukin-1 Receptor Binding (GO:0005149)	1/9	0.10786970507467322	0.21975583533829704	0	0	9.830677290836654	21.891259052677174	IL1RN
JUN Kinase Binding (GO:0008432)	1/9	0.10786970507467322	0.21975583533829704	0	0	9.830677290836654	21.891259052677174	GSTP1
MHC Class II Receptor Activity (GO:0032395)	1/9	0.10786970507467322	0.21975583533829704	0	0	9.830677290836654	21.891259052677174	HLA-DQA1
RNA Polymerase II General Transcription Initiation Factor Binding (GO:0001091)	1/9	0.10786970507467322	0.21975583533829704	0	0	9.830677290836654	21.891259052677174	DRAP1
Prostaglandin Receptor Activity (GO:0004955)	1/9	0.10786970507467322	0.21975583533829704	0	0	9.830677290836654	21.891259052677174	PPARG
Cyclin-Dependent Protein Serine/Threonine Kinase Inhibitor Activity (GO:0004861)	1/9	0.10786970507467322	0.21975583533829704	0	0	9.830677290836654	21.891259052677174	CDKN2A
Ribonuclease P RNA Binding (GO:0033204)	1/9	0.10786970507467322	0.21975583533829704	0	0	9.830677290836654	21.891259052677174	RPP38
Small Ribosomal Subunit rRNA Binding (GO:0070181)	1/9	0.10786970507467322	0.21975583533829704	0	0	9.830677290836654	21.891259052677174	RPS3
Copper Ion Binding (GO:0005507)	2/45	0.11010394917335858	0.22312070123490127	0	0	3.666046511627907	8.088509745178577	TYR;TP53
Protein Kinase Binding (GO:0019901)	10/511	0.11325571453855805	0.22779073938002892	0	0	1.5874861846554824	3.457714860720404	ACVR1;PARP1;CDKN2A;CHEK2;GSTP1;RPS3;PAX6;PTPRK;RAC1;AURKA
Cyclin-Dependent Protein Serine/Threonine Kinase Regulator Activity (GO:0016538)	2/46	0.1141927466343748	0.22779073938002892	0	0	3.5825454545454547	7.773648943224575	CDKN2A;CDK4
rRNA Binding (GO:0019843)	2/46	0.1141927466343748	0.22779073938002892	0	0	3.5825454545454547	7.773648943224575	RPS3;MDM2
BMP Receptor Binding (GO:0070700)	1/10	0.11911558957010449	0.22925261711231165	0	0	8.73793714032758	18.59136734336237	BMP4
Transmembrane Receptor Protein Serine/Threonine Kinase Binding (GO:0070696)	1/10	0.11911558957010449	0.22925261711231165	0	0	8.73793714032758	18.59136734336237	BMP4
Nuclear Retinoid X Receptor Binding (GO:0046965)	1/10	0.11911558957010449	0.22925261711231165	0	0	8.73793714032758	18.59136734336237	PPARG
alditol:NADP+ 1-Oxidoreductase Activity (GO:0004032)	1/10	0.11911558957010449	0.22925261711231165	0	0	8.73793714032758	18.59136734336237	AKR1B10
Protein Serine/Threonine Phosphatase Inhibitor Activity (GO:0004865)	1/10	0.11911558957010449	0.22925261711231165	0	0	8.73793714032758	18.59136734336237	PPP1R14B
Ribonuclease P Activity (GO:0004526)	1/10	0.11911558957010449	0.22925261711231165	0	0	8.73793714032758	18.59136734336237	RPP38
Fatty Acid Synthase Activity (GO:0004312)	1/10	0.11911558957010449	0.22925261711231165	0	0	8.73793714032758	18.59136734336237	FASN
Histone Methyltransferase Binding (GO:1990226)	1/11	0.13022026842289544	0.2421085573105289	0	0	7.8637450199203185	16.03046354195277	CTNNB1
MAP Kinase Activity (GO:0004707)	1/11	0.13022026842289544	0.2421085573105289	0	0	7.8637450199203185	16.03046354195277	MAPK1
Monoatomic Cation:Bicarbonate Symporter Activity (GO:0140410)	1/11	0.13022026842289544	0.2421085573105289	0	0	7.8637450199203185	16.03046354195277	SLC39A12
Phosphatidylinositol 3-Kinase Activity (GO:0035004)	1/11	0.13022026842289544	0.2421085573105289	0	0	7.8637450199203185	16.03046354195277	PIK3CA
Phosphatidylinositol-3-Phosphate Phosphatase Activity (GO:0004438)	1/11	0.13022026842289544	0.2421085573105289	0	0	7.8637450199203185	16.03046354195277	PTEN
Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0097153)	1/11	0.13022026842289544	0.2421085573105289	0	0	7.8637450199203185	16.03046354195277	CASP8
Single-Stranded Telomeric DNA Binding (GO:0043047)	1/11	0.13022026842289544	0.2421085573105289	0	0	7.8637450199203185	16.03046354195277	POT1
Magnesium Ion Binding (GO:0000287)	4/155	0.13259365740349444	0.2453302936499438	0	0	2.0932493057039094	4.2293391248097345	STK11;ABL1;MTPAP;MAP3K5
E-box Binding (GO:0070888)	2/51	0.13518250271801704	0.2489177814471179	0	0	3.2161632653061223	6.435959320538208	MITF;PPARG
Phosphoric Ester Hydrolase Activity (GO:0042578)	2/52	0.13947881452052255	0.25268247363140056	0	0	3.15168	6.208313388438752	APEX1;PTPRO
5'-Nucleotidase Activity (GO:0008253)	1/12	0.14118550745984262	0.25268247363140056	0	0	7.148496921405288	13.994473724874467	NT5DC1
Vascular Endothelial Growth Factor Receptor Binding (GO:0005172)	1/12	0.14118550745984262	0.25268247363140056	0	0	7.148496921405288	13.994473724874467	VEGFC
Phosphatidylinositol Monophosphate Phosphatase Activity (GO:0052744)	1/12	0.14118550745984262	0.25268247363140056	0	0	7.148496921405288	13.994473724874467	PTEN
Platelet-Derived Growth Factor Receptor Binding (GO:0005161)	1/12	0.14118550745984262	0.25268247363140056	0	0	7.148496921405288	13.994473724874467	PDGFRA
Solute:Monoatomic Cation Symporter Activity (GO:0015294)	1/12	0.14118550745984262	0.25268247363140056	0	0	7.148496921405288	13.994473724874467	SLC39A12
Heparan Sulfate Sulfotransferase Activity (GO:0034483)	1/13	0.1520130506430728	0.2643534970643121	0	0	6.552456839309429	12.343445476872184	HS3ST6
Histone H3 Acetyltransferase Activity (GO:0010484)	1/13	0.1520130506430728	0.2643534970643121	0	0	6.552456839309429	12.343445476872184	EP300
Transmembrane Receptor Protein Tyrosine Kinase Adaptor Activity (GO:0005068)	1/13	0.1520130506430728	0.2643534970643121	0	0	6.552456839309429	12.343445476872184	GAB2
I-SMAD Binding (GO:0070411)	1/13	0.1520130506430728	0.2643534970643121	0	0	6.552456839309429	12.343445476872184	CTNNB1
Metalloendopeptidase Inhibitor Activity (GO:0008191)	1/13	0.1520130506430728	0.2643534970643121	0	0	6.552456839309429	12.343445476872184	LXN
Peptide Hormone Receptor Binding (GO:0051428)	1/13	0.1520130506430728	0.2643534970643121	0	0	6.552456839309429	12.343445476872184	GPHA2
Protein Serine/Threonine Phosphatase Activity (GO:0004722)	2/55	0.1525381797681801	0.2643534970643121	0	0	2.972830188679245	5.589932572733264	PPP6C;PTEN
Protein Serine/Threonine Kinase Activator Activity (GO:0043539)	2/56	0.15694350310396624	0.270762890490176	0	0	2.9176296296296296	5.403069006078362	MAP2K1;MAP2K2
Phosphatidylinositol Phosphate Binding (GO:1901981)	3/109	0.1587354159697539	0.2726262973830303	0	0	2.2325528529211183	4.109050392697861	MYO1B;AKT1;GAB2
1-Phosphatidylinositol Binding (GO:0005545)	1/14	0.162704620190779	0.274519249044354	0	0	6.048115231382163	10.982281753993295	EPB41
Nucleotidase Activity (GO:0008252)	1/14	0.162704620190779	0.274519249044354	0	0	6.048115231382163	10.982281753993295	NT5DC1
Nucleotidyltransferase Activity (GO:0016779)	1/14	0.162704620190779	0.274519249044354	0	0	6.048115231382163	10.982281753993295	TERT
Aldo-Keto Reductase (NADP) Activity (GO:0004033)	1/14	0.162704620190779	0.274519249044354	0	0	6.048115231382163	10.982281753993295	AKR1B10
Receptor Tyrosine Kinase Binding (GO:0030971)	2/59	0.17029755791213916	0.2860700205278478	0	0	2.7636491228070175	4.892233872980176	GAB2;TP53
tRNA-specific Ribonuclease Activity (GO:0004549)	1/15	0.17326191688345763	0.2872697582959492	0	0	5.615822424587365	9.844260742933523	RPP38
Phospholipase Binding (GO:0043274)	1/15	0.17326191688345763	0.2872697582959492	0	0	5.615822424587365	9.844260742933523	SYK
Death Receptor Binding (GO:0005123)	1/15	0.17326191688345763	0.2872697582959492	0	0	5.615822424587365	9.844260742933523	EDA
Four-Way Junction DNA Binding (GO:0000400)	1/16	0.18368662035246694	0.29953542394067034	0	0	5.241168658698539	8.881286728234658	XRCC3
Glutamate Receptor Activity (GO:0008066)	1/16	0.18368662035246694	0.29953542394067034	0	0	5.241168658698539	8.881286728234658	GRM3
Phosphatidylinositol Kinase Activity (GO:0052742)	1/16	0.18368662035246694	0.29953542394067034	0	0	5.241168658698539	8.881286728234658	PIK3CA
PDZ Domain Binding (GO:0030165)	2/62	0.18383246540917716	0.29953542394067034	0	0	2.6250666666666667	4.4461553471998885	MAP2K2;PTEN
Microtubule Binding (GO:0008017)	5/239	0.18457013067884648	0.29953542394067034	0	0	1.6881206962178623	2.852461052799749	KIF18B;MX2;RPS3;NDRG1;HDAC6
Acyltransferase Activity, Transferring Groups Other Than Amino-Acyl Groups (GO:0016747)	2/64	0.1929403524973415	0.30827588829792246	0	0	2.5401290322580645	4.179462754693706	FASN;EP300
DNA-binding Transcription Repressor Activity, RNA Polymerase II-specific (GO:0001227)	5/243	0.19319628053492355	0.30827588829792246	0	0	1.659408702752356	2.7281485699849313	MITF;HOXB13;TP53;NFKB1;PPARD
Histone Acetyltransferase Binding (GO:0035035)	1/17	0.19398038924229585	0.30827588829792246	0	0	4.913346613545817	8.057879658244165	PAX6
Calcium-Release Channel Activity (GO:0015278)	1/17	0.19398038924229585	0.30827588829792246	0	0	4.913346613545817	8.057879658244165	CLU
Carboxylic Acid Binding (GO:0031406)	1/17	0.19398038924229585	0.30827588829792246	0	0	4.913346613545817	8.057879658244165	ASS1
5'-3' RNA Polymerase Activity (GO:0034062)	1/18	0.20414486165928342	0.3178352927459575	0	0	4.624091867822826	7.3473371639301455	TERT
Hormone Receptor Binding (GO:0051427)	1/18	0.20414486165928342	0.3178352927459575	0	0	4.624091867822826	7.3473371639301455	NPPA
Hydrolase Activity, Hydrolyzing N-glycosyl Compounds (GO:0016799)	1/18	0.20414486165928342	0.3178352927459575	0	0	4.624091867822826	7.3473371639301455	RPS3
Ligand-Gated Calcium Channel Activity (GO:0099604)	1/18	0.20414486165928342	0.3178352927459575	0	0	4.624091867822826	7.3473371639301455	GRIN2A
TBP-class Protein Binding (GO:0017025)	1/18	0.20414486165928342	0.3178352927459575	0	0	4.624091867822826	7.3473371639301455	DRAP1
GDP Binding (GO:0019003)	2/67	0.2067067649954975	0.3205210161671075	0	0	2.422523076923077	3.818996398828524	NRAS;HRAS
Histone Methyltransferase Activity (GO:0042054)	1/19	0.21418165517294024	0.32812629572494445	0	0	4.366976538291279	6.729208511364574	SUZ12
DNA Polymerase Binding (GO:0070182)	1/19	0.21418165517294024	0.32812629572494445	0	0	4.366976538291279	6.729208511364574	RTEL1
Alcohol Dehydrogenase (NADP+) Activity (GO:0008106)	1/19	0.21418165517294024	0.32812629572494445	0	0	4.366976538291279	6.729208511364574	AKR1B10
Tubulin Binding (GO:0015631)	6/322	0.22167765324433333	0.338257136225417	0	0	1.499845631367706	2.2595638859469966	KIF18B;MX2;RPS3;BRCA2;NDRG1;HDAC6
Ubiquitin-Specific Protease Binding (GO:1990381)	1/20	0.22409236726442855	0.33923864293389777	0	0	4.1369259802893685	6.187587605276041	PTEN
Phosphatidylinositol Phospholipase C Activity (GO:0004435)	1/20	0.22409236726442855	0.33923864293389777	0	0	4.1369259802893685	6.187587605276041	PLCB4
DNA Polymerase Activity (GO:0034061)	1/21	0.23387857555286984	0.34854277990952975	0	0	3.9298804780876493	5.709932440610211	TERT
Lipid Kinase Activity (GO:0001727)	1/21	0.23387857555286984	0.34854277990952975	0	0	3.9298804780876493	5.709932440610211	PIK3CA
Neurotransmitter Receptor Activity Involved In Regulation Of Postsynaptic Membrane Potential (GO:0099529)	1/21	0.23387857555286984	0.34854277990952975	0	0	3.9298804780876493	5.709932440610211	GRIN2A
Oxidoreductase Activity, Acting On Single Donors With Incorporation Of Molecular Oxygen, Incorporation Of Two Atoms Of Oxygen (GO:0016702)	1/21	0.23387857555286984	0.34854277990952975	0	0	3.9298804780876493	5.709932440610211	PTGS2
Low-Density Lipoprotein Particle Receptor Binding (GO:0050750)	1/22	0.24354183787196806	0.35702551167747193	0	0	3.7425535951432365	5.286231699012547	CLU
Phosphatase Inhibitor Activity (GO:0019212)	1/22	0.24354183787196806	0.35702551167747193	0	0	3.7425535951432365	5.286231699012547	LGALS3
bHLH Transcription Factor Binding (GO:0043425)	1/22	0.24354183787196806	0.35702551167747193	0	0	3.7425535951432365	5.286231699012547	KDM1A
Bicarbonate Transmembrane Transporter Activity (GO:0015106)	1/22	0.24354183787196806	0.35702551167747193	0	0	3.7425535951432365	5.286231699012547	SLC39A12
RNA Binding (GO:0003723)	21/1411	0.24423155106918443	0.35702551167747193	0	0	1.200654022236756	1.6924881636130333	KHDRBS2;HDAC2;PARP1;KDM1A;CDKN2A;PTEN;BZW1;ASS1;JMJD6;LGALS3;STIP1;TERT;CLNS1A;FASN;APEX1;RPS3;S100A4;MTPAP;RPP38;HSPA1A;C11ORF68
Steroid Hydroxylase Activity (GO:0008395)	1/23	0.25308369280940196	0.3590039049851887	0	0	3.572256428830134	4.9084055170064165	CYP1B1
Zinc Ion Transmembrane Transporter Activity (GO:0005385)	1/23	0.25308369280940196	0.3590039049851887	0	0	3.572256428830134	4.9084055170064165	SLC39A12
N-acetyltransferase Activity (GO:0008080)	1/23	0.25308369280940196	0.3590039049851887	0	0	3.572256428830134	4.9084055170064165	EP300
Actin Monomer Binding (GO:0003785)	1/23	0.25308369280940196	0.3590039049851887	0	0	3.572256428830134	4.9084055170064165	ABL1
Alpha-Actinin Binding (GO:0051393)	1/23	0.25308369280940196	0.3590039049851887	0	0	3.572256428830134	4.9084055170064165	PPARG
Phospholipase C Activity (GO:0004629)	1/23	0.25308369280940196	0.3590039049851887	0	0	3.572256428830134	4.9084055170064165	PLCB4
Calmodulin-Dependent Protein Kinase Activity (GO:0004683)	1/23	0.25308369280940196	0.3590039049851887	0	0	3.572256428830134	4.9084055170064165	PTK2B
Protein Phosphatase 2A Binding (GO:0051721)	1/23	0.25308369280940196	0.3590039049851887	0	0	3.572256428830134	4.9084055170064165	TP53
Glucose Transmembrane Transporter Activity (GO:0005355)	1/24	0.2625056596400677	0.3655987914259852	0	0	3.416767711761649	4.569867487945139	SLC45A2
Notch Binding (GO:0005112)	1/24	0.2625056596400677	0.3655987914259852	0	0	3.416767711761649	4.569867487945139	CUL3
Monoatomic Anion Transmembrane Transporter Activity (GO:0008509)	1/24	0.2625056596400677	0.3655987914259852	0	0	3.416767711761649	4.569867487945139	SLC5A5
SUMO Transferase Activity (GO:0019789)	1/24	0.2625056596400677	0.3655987914259852	0	0	3.416767711761649	4.569867487945139	MDM2
Nuclear Localization Sequence Binding (GO:0008139)	1/24	0.2625056596400677	0.3655987914259852	0	0	3.416767711761649	4.569867487945139	NFKBIA
Calcium Ion Binding (GO:0005509)	6/346	0.2716350251971688	0.3691593561843493	0	0	1.3922525107604018	1.814517034787596	SYT4;BRAF;CAPN1;CLU;DSC1;FBN1
MHC Class II Protein Complex Binding (GO:0023026)	1/25	0.2718092387571449	0.3691593561843493	0	0	3.2742363877822047	4.2651997037589915	HLA-DQA1
Oxidoreductase Activity, Acting On Paired Donors, With Incorporation Or Reduction Of Molecular Oxygen, Reduced Flavin Or Flavoprotein As One Donor, And Incorporation Of One Atom Of Oxygen (GO:0016712)	1/25	0.2718092387571449	0.3691593561843493	0	0	3.2742363877822047	4.2651997037589915	CYP1B1
Adenylyltransferase Activity (GO:0070566)	1/25	0.2718092387571449	0.3691593561843493	0	0	3.2742363877822047	4.2651997037589915	MTPAP
poly(A) Binding (GO:0008143)	1/25	0.2718092387571449	0.3691593561843493	0	0	3.2742363877822047	4.2651997037589915	KHDRBS2
Epidermal Growth Factor Receptor Binding (GO:0005154)	1/25	0.2718092387571449	0.3691593561843493	0	0	3.2742363877822047	4.2651997037589915	ERBB4
Ferrous Iron Binding (GO:0008198)	1/25	0.2718092387571449	0.3691593561843493	0	0	3.2742363877822047	4.2651997037589915	FTO
NAD Binding (GO:0051287)	1/26	0.28099591185427053	0.3776190675094232	0	0	3.1431075697211157	3.9899083932202943	ALDH1A1
NAD+ ADP-ribosyltransferase Activity (GO:0003950)	1/26	0.28099591185427053	0.3776190675094232	0	0	3.1431075697211157	3.9899083932202943	PARP1
Bitter Taste Receptor Activity (GO:0033038)	1/26	0.28099591185427053	0.3776190675094232	0	0	3.1431075697211157	3.9899083932202943	TAS2R60
GTPase Regulator Activity (GO:0030695)	7/424	0.28762259664963513	0.38372015461205505	0	0	1.3244946899623158	1.6504608947096617	USP6NL;GNAQ;ALDH1A1;NF1;RIN1;SIPA1;RAP1GAP
Lipoprotein Particle Receptor Binding (GO:0070325)	1/27	0.2900671421580373	0.38372015461205505	0	0	3.0220655838185717	3.7402378865725248	CLU
Acetyltransferase Activity (GO:0016407)	1/27	0.2900671421580373	0.38372015461205505	0	0	3.0220655838185717	3.7402378865725248	EP300
Carboxy-Lyase Activity (GO:0016831)	1/27	0.2900671421580373	0.38372015461205505	0	0	3.0220655838185717	3.7402378865725248	ECHDC1
Protein Tyrosine Kinase Binding (GO:1990782)	2/85	0.2905452867819738	0.38372015461205505	0	0	1.895421686746988	2.342733286322228	ACVR1;TP53
Glutathione Transferase Activity (GO:0004364)	1/28	0.2990243746382632	0.3935612903314598	0	0	2.9099896709458464	3.51302737865366	GSTP1
methyl-CpG Binding (GO:0008327)	1/29	0.3078690362329365	0.40381452355210506	0	0	2.8059191804211725	3.305599494485032	HOXB13
Cis-Regulatory Region Sequence-Specific DNA Binding (GO:0000987)	16/1098	0.3103384554841493	0.4056642609229664	0	0	1.169585513330618	1.3685224012252661	BATF2;DNMT3A;PAX4;ARNT;PAX6;MITF;HOXB13;NFKB1;HDAC6;HOXA9;RFX6;E2F1;PPARG;JUNB;TP53;PPARD
Receptor Antagonist Activity (GO:0048019)	1/30	0.3166025361488444	0.41104668252544885	0	0	2.7090259651050967	3.1156727624395613	IL1RN
Retinoid Binding (GO:0005501)	1/30	0.3166025361488444	0.41104668252544885	0	0	2.7090259651050967	3.1156727624395613	E2F1
Taste Receptor Activity (GO:0008527)	1/31	0.3252262659729961	0.41520553289219164	0	0	2.6185922974767597	2.941292256518778	TAS2R60
Kinesin Binding (GO:0019894)	1/31	0.3252262659729961	0.41520553289219164	0	0	2.6185922974767597	2.941292256518778	KIF18B
O-acyltransferase Activity (GO:0008374)	1/31	0.3252262659729961	0.41520553289219164	0	0	2.6185922974767597	2.941292256518778	GPAM
RNA Polymerase II Complex Binding (GO:0000993)	1/31	0.3252262659729961	0.41520553289219164	0	0	2.6185922974767597	2.941292256518778	ERCC5
Poly-Purine Tract Binding (GO:0070717)	1/31	0.3252262659729961	0.41520553289219164	0	0	2.6185922974767597	2.941292256518778	KHDRBS2
Inorganic Anion Transmembrane Transporter Activity (GO:0015103)	1/32	0.33374159999398156	0.42325507548905605	0	0	2.5339930600179925	2.7807741795966168	SLC5A5
Protein Serine/Threonine Kinase Inhibitor Activity (GO:0030291)	1/32	0.33374159999398156	0.42325507548905605	0	0	2.5339930600179925	2.7807741795966168	CDKN2A
Oxidoreductase Activity, Acting On The CH-OH Group Of Donors, NAD Or NADP As Acceptor (GO:0016616)	2/95	0.33689582429988063	0.4258452168543046	0	0	1.690752688172043	1.8395076849065788	AKR1B10;PHGDH
RNA Polymerase II Cis-Regulatory Region Sequence-Specific DNA Binding (GO:0000978)	16/1122	0.3411237331419638	0.42746275296000674	0	0	1.1427345450087352	1.229022446186817	BATF2;DNMT3A;PAX4;ARNT;PAX6;MITF;HOXB13;NFKB1;HDAC6;HOXA9;RFX6;E2F1;PPARG;JUNB;TP53;PPARD
Transition Metal Ion Transmembrane Transporter Activity (GO:0046915)	1/33	0.34214989522999417	0.42746275296000674	0	0	2.4546812749003983	2.632661249142778	SLC39A12
RNA Polymerase Core Enzyme Binding (GO:0043175)	1/33	0.34214989522999417	0.42746275296000674	0	0	2.4546812749003983	2.632661249142778	ERCC5
Transmitter-Gated Monoatomic Ion Channel Activity Involved In Regulation Of Postsynaptic Membrane Potential (GO:1904315)	1/34	0.3504524919828776	0.42746275296000674	0	0	2.380176264638416	2.4956865168842852	GRIN2A
Ubiquitin-Like Protein Conjugating Enzyme Binding (GO:0044390)	1/34	0.3504524919828776	0.42746275296000674	0	0	2.380176264638416	2.4956865168842852	RPS3
Hsp70 Protein Binding (GO:0030544)	1/34	0.3504524919828776	0.42746275296000674	0	0	2.380176264638416	2.4956865168842852	RPS3
Kinase Inhibitor Activity (GO:0019210)	1/34	0.3504524919828776	0.42746275296000674	0	0	2.380176264638416	2.4956865168842852	CDKN1C
MHC Protein Binding (GO:0042287)	1/34	0.3504524919828776	0.42746275296000674	0	0	2.380176264638416	2.4956865168842852	COL2A1
Nuclear Estrogen Receptor Binding (GO:0030331)	1/34	0.3504524919828776	0.42746275296000674	0	0	2.380176264638416	2.4956865168842852	CTNNB1
Nucleosomal DNA Binding (GO:0031492)	1/34	0.3504524919828776	0.42746275296000674	0	0	2.380176264638416	2.4956865168842852	HDAC2
Solute:Sodium Symporter Activity (GO:0015370)	1/34	0.3504524919828776	0.42746275296000674	0	0	2.380176264638416	2.4956865168842852	SLC5A5
Metalloendopeptidase Activity (GO:0004222)	2/101	0.364288500828319	0.4429285581499878	0	0	1.5877979797979798	1.6033729133969892	MMP8;ADAMTS20
Histone H3 Methyltransferase Activity (GO:0140938)	1/36	0.3667458672961938	0.4431030510234771	0	0	2.243938531587934	2.2508636186673487	SETDB1
Amino Acid Binding (GO:0016597)	1/36	0.3667458672961938	0.4431030510234771	0	0	2.243938531587934	2.2508636186673487	ASS1
N-acyltransferase Activity (GO:0016410)	1/37	0.3747392434823073	0.44851603204288654	0	0	2.1814962372731297	2.141192757453422	EP300
Monoatomic Cation Transmembrane Transporter Activity (GO:0008324)	1/37	0.3747392434823073	0.44851603204288654	0	0	2.1814962372731297	2.141192757453422	CLU
Monoatomic Ion Channel Activity (GO:0005216)	1/37	0.3747392434823073	0.44851603204288654	0	0	2.1814962372731297	2.141192757453422	CLU
RNA Polymerase II Transcription Regulatory Region Sequence-Specific DNA Binding (GO:0000977)	17/1225	0.37594771569730207	0.4485606701310489	0	0	1.1102578554318727	1.086171032485686	BATF2;DNMT3A;PAX4;ARNT;PAX6;MITF;HOXB13;NFKB1;HDAC6;HOXA9;RFX6;RPS3;E2F1;PPARG;JUNB;TP53;PPARD
Alpha-Tubulin Binding (GO:0043014)	1/38	0.3826321168499513	0.45511832532152596	0	0	2.122429202110477	2.0389780064648804	HDAC6
G Protein-Coupled Receptor Activity (GO:0004930)	4/250	0.38673449103957386	0.45721793913711967	0	0	1.2786519800681877	1.2147409788661958	TAS2R60;GRM3;MC1R;F2RL1
Cysteine-Type Endopeptidase Activity (GO:0004197)	2/106	0.38678488846064435	0.45721793913711967	0	0	1.511076923076923	1.4353516970182447	CASP8;CAPN1
