Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Autophagy	12/137	1.7028401008804902E-7	4.786872728030712E-7	0	0	7.8492	122.33604680992778	STK11;MAP2K1;NRAS;MAP2K2;PIK3CA;STX17;AKT3;PTEN;AKT1;MAPK1;RAF1;HRAS
Malaria	8/50	1.9323350313939618E-7	5.372316076293102E-7	0	0	15.383294301327089	237.8159848662827	CD40;CSF3;KLRK1;IFNG;KLRB1;TNF;MET;TLR4
Adipocytokine signaling pathway	9/69	2.0353649895455678E-7	5.597253721250311E-7	0	0	12.153086419753086	187.24771274601557	NFKBIA;POMC;STK11;AKT3;AKT1;CPT1C;NFKBIE;TNF;NFKB1
Coronavirus disease	15/232	2.721855913273436E-7	7.334976388455136E-7	0	0	5.696494195881701	86.11265911345721	IFNA5;CSF3;CSF2;IFNA1;SYK;IFNB1;MX2;TNF;IL2;NFKB1;NFKBIA;PIK3CA;RPS3;MAPK1;TLR4
GnRH signaling pathway	10/93	2.725248144327205E-7	7.334976388455136E-7	0	0	9.790401274519565	147.98716453339983	MAP2K1;NRAS;MAP2K2;PLCB4;GNA11;GNAQ;MAPK1;PTK2B;RAF1;HRAS
Autoimmune thyroid disease	8/53	3.087801267311856E-7	8.223302322419995E-7	0	0	14.355555555555556	215.1989133275658	IFNA5;CD40;IFNA1;CTLA4;FAS;FASLG;HLA-DQA1;IL2
Fc gamma R-mediated phagocytosis	10/97	4.059297422281888E-7	1.0697940081638725E-6	0	0	9.338368006079605	137.43356262665634	MAP2K1;SYK;PIK3CA;AKT3;RAC2;AKT1;MAPK1;RAC1;GAB2;RAF1
Allograft rejection	7/38	4.1948335976268536E-7	1.0941163919583444E-6	0	0	18.172350230414747	266.8471881043857	CD40;IFNG;FAS;FASLG;TNF;HLA-DQA1;IL2
Progesterone-mediated oocyte maturation	10/100	5.405672409678246E-7	1.3955460404577514E-6	0	0	9.025711662075299	130.24685713646912	MAP2K1;PIK3CA;AKT3;CDK2;AKT1;MAPK1;BRAF;RAF1;PKMYT1;AURKA
Non-alcoholic fatty liver disease	12/155	6.506879931707718E-7	1.6628693158808613E-6	0	0	6.854895104895105	97.64959566453864	CASP8;PIK3CA;AKT3;AKT1;FAS;FASLG;PPARG;SDHD;RAC1;TNF;NFKB1;MAP3K5
NF-kappa B signaling pathway	10/104	7.799670914363983E-7	1.9733167413340875E-6	0	0	8.639880429048707	121.51140025092195	NFKBIA;CD40;EDA;PARP1;SYK;ATM;PTGS2;TNF;TLR4;NFKB1
Transcriptional misregulation in cancer	13/192	1.0262996104965956E-6	2.5708297173825613E-6	0	0	5.946494939342231	81.99949426098698	NGFR;CD40;HDAC2;CSF2;FLT1;MITF;NFKB1;HOXA9;MDM2;ATM;PPARG;TP53;MET
Apelin signaling pathway	11/137	1.337169593037932E-6	3.284503951831037E-6	0	0	7.108015543700191	96.13559336697791	MAP2K1;NRAS;MAP2K2;PLCB4;GNAQ;AKT3;SPP1;AKT1;MAPK1;RAF1;HRAS
Insulin signaling pathway	11/137	1.337169593037932E-6	3.284503951831037E-6	0	0	7.108015543700191	96.13559336697791	MAP2K1;NRAS;MAP2K2;PIK3CA;FASN;AKT3;AKT1;MAPK1;BRAF;RAF1;HRAS
Cholinergic synapse	10/113	1.6804132189915075E-6	4.087928311585109E-6	0	0	7.881328733049828	104.79385760936877	MAP2K1;NRAS;PLCB4;PIK3CA;GNAQ;GNA11;AKT3;AKT1;MAPK1;HRAS
IL-17 signaling pathway	9/94	2.9060693799329365E-6	7.0022433630765035E-6	0	0	8.567755991285402	109.22782893017516	NFKBIA;CSF3;CSF2;CASP8;IFNG;MAPK1;PTGS2;TNF;NFKB1
Leishmaniasis	8/77	5.6508349607750774E-6	1.343229319389712E-5	0	0	9.350914706581136	112.99371576911574	NFKBIA;IFNG;MAPK1;PTGS2;TNF;TLR4;HLA-DQA1;NFKB1
Necroptosis	11/159	5.720009403338738E-6	1.343229319389712E-5	0	0	6.044633845463721	72.96803990751934	IFNA5;CASP8;IFNA1;PARP1;IFNG;IFNB1;FAS;FASLG;CAPN1;TNF;TLR4
Amoebiasis	9/102	5.733943339687308E-6	1.343229319389712E-5	0	0	7.827558741537236	94.4716445641045	CSF2;PLCB4;IFNG;PIK3CA;GNAQ;GNA11;TNF;TLR4;NFKB1
Pathogenic Escherichia coli infection	12/197	7.97921015514041E-6	1.8520552011472698E-5	0	0	5.287297297297298	62.06584413662283	NFKBIA;MYO1B;CASP8;RPS3;ABL1;FAS;MAPK1;FASLG;RAC1;TLR4;TNF;NFKB1
Serotonergic synapse	9/113	1.3254700559443342E-5	3.0485811286719686E-5	0	0	6.995726495726496	78.57011176165562	MAP2K1;NRAS;PLCB4;GNAQ;MAPK1;BRAF;RAF1;PTGS2;HRAS
Graft-versus-host disease	6/42	1.3522883882102645E-5	3.0822429028576294E-5	0	0	13.355013550135501	149.72475573782503	IFNG;FAS;FASLG;TNF;HLA-DQA1;IL2
Type I diabetes mellitus	6/43	1.555118379715714E-5	3.512901339893533E-5	0	0	12.99340804218853	143.85487729046366	IFNG;FAS;FASLG;TNF;HLA-DQA1;IL2
Regulation of actin cytoskeleton	12/218	2.2049160122169198E-5	4.9366703636361126E-5	0	0	4.743203883495146	50.857751655483845	PDGFRA;NRAS;MAP2K1;MAP2K2;PIK3CA;RAC2;PIP4K2A;MAPK1;BRAF;RAC1;RAF1;HRAS
Oxytocin signaling pathway	10/154	2.646202213710411E-5	5.872711930427491E-5	0	0	5.625573921028466	59.29242389912015	MAP2K1;NRAS;MAP2K2;PLCB4;GNAQ;NPPA;MAPK1;RAF1;PTGS2;HRAS
RIG-I-like receptor signaling pathway	7/70	2.828402431115165E-5	6.222485348453364E-5	0	0	8.927437641723357	93.49895975733881	IFNA5;NFKBIA;CASP8;IFNA1;IFNB1;TNF;NFKB1
Cysteine and methionine metabolism	6/50	3.7657024505551385E-5	8.213126896469396E-5	0	0	10.922394678492239	111.26633680453334	MPST;MTAP;CBS;CTH;DNMT3A;PHGDH
Vascular smooth muscle contraction	9/133	4.8581696730119705E-5	1.050527288266691E-4	0	0	5.861409796893668	58.21706780624383	MAP2K1;MAP2K2;PLCB4;GNAQ;GNA11;NPPA;MAPK1;BRAF;RAF1
cGMP-PKG signaling pathway	10/167	5.2839653902979934E-5	1.1329180031740613E-4	0	0	5.156340474811812	50.780923007790186	MAP2K1;MAP2K2;PLCB4;GNAQ;GNA11;AKT3;NPPA;AKT1;MAPK1;RAF1
Diabetic cardiomyopathy	11/203	5.592843750445906E-5	1.1890667805569868E-4	0	0	4.648945366528354	45.519858397773774	PLCB4;PARP1;PIK3CA;AKT3;RAC2;PTEN;AKT1;RAC1;SDHD;AGER;NFKB1
Parathyroid hormone synthesis, secretion and action	8/106	5.918972376053283E-5	1.2479166759512338E-4	0	0	6.574105051856808	63.997352094234856	MAP2K1;PLCB4;VDR;GNAQ;GNA11;MAPK1;BRAF;RAF1
Legionellosis	6/57	7.989699054923414E-5	1.670573438756714E-4	0	0	9.419894787183166	88.87456307694941	NFKBIA;CASP8;TNF;TLR4;NFKB1;HSPA1A
NOD-like receptor signaling pathway	10/181	1.036039613671E-4	2.1485083791701886E-4	0	0	4.7308008312793	43.404790085836986	NFKBIA;IFNA5;CASP8;PLCB4;IFNA1;IFNB1;MAPK1;TNF;TLR4;NFKB1
Viral myocarditis	6/60	1.0681067295945246E-4	2.1970000210358922E-4	0	0	8.895212285456187	81.34184802175221	CD40;CASP8;RAC2;ABL1;RAC1;HLA-DQA1
Axon guidance	10/182	1.084338731533358E-4	2.212400799015642E-4	0	0	4.703055929271574	42.93593787271334	NRAS;PIK3CA;DCC;ABL1;RAC2;MAPK1;RAC1;RAF1;HRAS;MET
Th1 and Th2 cell differentiation	7/92	1.6346207017085092E-4	3.308472300258023E-4	0	0	6.609411764705882	57.62699575003964	NFKBIA;IFNG;MAPK1;NFKBIE;HLA-DQA1;IL2;NFKB1
Inflammatory bowel disease	6/65	1.6722193709626157E-4	3.357710324234458E-4	0	0	8.139313766019017	70.78100809821034	IFNG;TNF;TLR4;HLA-DQA1;IL2;NFKB1
Rheumatoid arthritis	7/93	1.7489496123009043E-4	3.4841279678120377E-4	0	0	6.532225913621263	56.51240925932454	CSF2;FLT1;IFNG;CTLA4;TNF;TLR4;HLA-DQA1
TGF-beta signaling pathway	7/94	1.8696592227994584E-4	3.6954983075645543E-4	0	0	6.456814449917898	55.42906725430025	ACVR1;BMP4;IFNG;EP300;MAPK1;TNF;FBN1
Hematopoietic cell lineage	7/99	2.5783391122172585E-4	5.056742599929972E-4	0	0	6.104347826086957	50.441416039809326	CSF3;CSF2;EPO;KIT;TNF;HLA-DQA1;EPOR
Adherens junction	6/71	2.722863142243492E-4	5.299110576827719E-4	0	0	7.385741088180112	60.62701099600021	RAC2;EP300;MAPK1;CTNNB1;RAC1;MET
Th17 cell differentiation	7/107	4.148040300759453E-4	8.011100733527799E-4	0	0	5.613714285714286	43.71794725203874	NFKBIA;IFNG;MAPK1;NFKBIE;HLA-DQA1;IL2;NFKB1
Insulin resistance	7/108	4.3886673281433536E-4	8.411612378941429E-4	0	0	5.557850070721358	42.969488290496976	NFKBIA;PIK3CA;AKT3;PTEN;AKT1;TNF;NFKB1
Alcoholism	9/186	6.056241590099377E-4	0.001152051971650483	0	0	4.095208202552835	30.34242532234828	MAP2K1;GRIN2A;HDAC2;NRAS;MAPK1;BRAF;RAF1;HRAS;HDAC6
Herpes simplex virus 1 infection	16/498	6.136625685250226E-4	0.0011586315659464978	0	0	2.7098952106336593	20.042562052005835	IFNA5;IFNA1;SYK;IFNB1;FASLG;TNF;NFKB1;NFKBIA;CASP8;IFNG;PIK3CA;AKT3;AKT1;FAS;TP53;HLA-DQA1
Regulation of lipolysis in adipocytes	5/55	6.352120674436756E-4	0.0011904344671351845	0	0	7.974898785425101	58.70762931519705	PIK3CA;AKT3;NPPA;AKT1;PTGS2
AMPK signaling pathway	7/120	8.243763507849148E-4	0.0015335824760925253	0	0	4.964601769911504	35.25305827540731	STK11;PIK3CA;FASN;AKT3;AKT1;PPARG;CPT1C
Calcium signaling pathway	10/240	9.733791592341718E-4	0.0017975542137682152	0	0	3.5066475026949333	24.317677730795943	PDGFRA;GRIN2A;PLCB4;FLT1;ERBB4;GNAQ;GNA11;VEGFC;PTK2B;MET
Platelet activation	7/124	9.998769712390339E-4	0.0018331077806048954	0	0	4.793894993894994	33.115643274208836	PLCB4;SYK;PIK3CA;GNAQ;AKT3;AKT1;MAPK1
Cytosolic DNA-sensing pathway	5/63	0.001182922630822766	0.002153089392792517	0	0	6.8721206198520175	46.316492439954935	IFNA5;NFKBIA;IFNA1;IFNB1;NFKB1
Mitophagy	5/68	0.0016673099281494612	0.0030130672272986694	0	0	6.325107640897115	40.45882789259848	NRAS;E2F1;MITF;HRAS;TP53
Spinocerebellar ataxia	7/143	0.0022709662914970393	0.00407485440956561	0	0	4.12016806722689	25.081728536665757	GRIN2A;PLCB4;PIK3CA;GNAQ;AKT3;AKT1;MAP3K5
Glucagon signaling pathway	6/107	0.0023606685204599484	0.004205979828706809	0	0	4.744506157932866	28.69861832702679	PLCB4;GNAQ;AKT3;AKT1;EP300;CPT1C
Carbohydrate digestion and absorption	4/47	0.00286973193747901	0.005077218043232095	0	0	7.3912228057014255	43.26479361953961	PLCB4;PIK3CA;AKT3;AKT1
Leukocyte transendothelial migration	6/114	0.00323959155857544	0.005691782391108238	0	0	4.435411020776875	25.425142163257505	PIK3CA;RAC2;PTK2B;CTNNB1;RAC1;SIPA1
Maturity onset diabetes of the young	3/26	0.004148139482286545	0.007237788200127558	0	0	10.332634887375589	56.67548770609631	RFX6;PAX4;PAX6
Wnt signaling pathway	7/166	0.0051703558470665165	0.008959589241834444	0	0	3.5200359389038636	18.532333659544992	PLCB4;RAC2;EP300;CTNNB1;RAC1;TP53;PPARD
Oocyte meiosis	6/129	0.005916313647142737	0.010182498998143621	0	0	3.891532817767202	19.96372570514924	MAP2K1;CDK2;MAPK1;PKMYT1;REC8;AURKA
Asthma	3/31	0.006847725247657165	0.011705908700386911	0	0	8.485370051635112	42.28971617743611	CD40;TNF;HLA-DQA1
Prion disease	9/273	0.007989138774574286	0.013523640142147183	0	0	2.7334455667789	13.201646372763992	STIP1;GRIN2A;PIK3CA;RAC2;MAPK1;RAC1;SDHD;TNF;HSPA1A
Aldosterone synthesis and secretion	5/98	0.008017968463723626	0.013523640142147183	0	0	4.278220364807801	20.646991802880688	POMC;PLCB4;GNAQ;GNA11;NPPA
Cortisol synthesis and secretion	4/65	0.009137303936222432	0.015309522489167386	0	0	5.205446853516658	24.44160263920977	POMC;PLCB4;GNA11;GNAQ
Thermogenesis	8/232	0.009390560495102085	0.01563034082408439	0	0	2.857728337236534	13.340019613108495	NRAS;KDM1A;NPPA;PPARG;SDHD;CPT1C;HRAS;MAP3K5
Epithelial cell signaling in Helicobacter pylori infection	4/70	0.011787702791656385	0.01949208370123572	0	0	4.809872922776148	21.359195123263667	NFKBIA;RAC1;MET;NFKB1
Inositol phosphate metabolism	4/73	0.01359178863859345	0.02232936704911781	0	0	4.600046750818139	19.77233239628701	PLCB4;PIK3CA;PTEN;PIP4K2A
Glycine, serine and threonine metabolism	3/40	0.013855468812187533	0.022615700706344815	0	0	6.418430478671443	27.464947096268897	CBS;CTH;PHGDH
Glutamatergic synapse	5/114	0.014759409501517669	0.023870452143830892	0	0	3.647253277866508	15.376361969869247	GRM3;GRIN2A;PLCB4;GNAQ;MAPK1
Homologous recombination	3/41	0.014812889275025493	0.023870452143830892	0	0	6.249207355738744	26.323271054837118	XRCC3;ATM;BRCA2
Pertussis	4/76	0.015562460870673272	0.02491963671063505	0	0	4.407706093189964	18.348811570184978	MAPK1;TNF;TLR4;NFKB1
Huntington disease	9/306	0.015910752880235697	0.0253171099289285	0	0	2.425614166354907	10.043886398194642	HDAC2;PLCB4;CASP8;GNAQ;EP300;PPARG;SDHD;TP53;MAP3K5
Bacterial invasion of epithelial cells	4/77	0.016257160387793762	0.025706634863198886	0	0	4.347105612019443	17.90669232569747	PIK3CA;CTNNB1;RAC1;MET
Antigen processing and presentation	4/78	0.016971025347129867	0.026668754116918363	0	0	4.288142981691369	17.47953331115151	IFNG;TNF;HLA-DQA1;HSPA1A
Type II diabetes mellitus	3/46	0.020150473661963007	0.03146956689183112	0	0	5.521154384981788	21.557499039947004	PIK3CA;MAPK1;TNF
Nucleotide excision repair	3/47	0.02132870849045174	0.03310529600051711	0	0	5.39539978094195	20.75988673659808	ERCC1;ERCC2;ERCC5
Intestinal immune network for IgA production	3/48	0.022543952423959256	0.034778170507693246	0	0	5.275234270414994	20.00520991134703	CD40;HLA-DQA1;IL2
Cocaine addiction	3/49	0.02379620764030108	0.03648751838179499	0	0	5.160293347302252	19.290358517251548	GRM3;GRIN2A;NFKB1
Dopaminergic synapse	5/132	0.025982933631028177	0.0396004952328321	0	0	3.1274506678568015	11.416181195793646	GRIN2A;PLCB4;GNAQ;AKT3;AKT1
Systemic lupus erythematosus	5/135	0.028266749149957367	0.042823278652330626	0	0	3.054811585175958	10.893669221038687	GRIN2A;CD40;IFNG;TNF;HLA-DQA1
Endocrine and other factor-regulated calcium reabsorption	3/53	0.0291747071519043	0.04393571969899874	0	0	4.7465060240963854	16.77630311376778	PLCB4;VDR;GNAQ
Circadian entrainment	4/97	0.03433443402191596	0.05109771651496905	0	0	3.4087755809920224	11.493049977647333	GRIN2A;PLCB4;GNAQ;MAPK1
Phosphatidylinositol signaling system	4/97	0.03433443402191596	0.05109771651496905	0	0	3.4087755809920224	11.493049977647333	PLCB4;PIK3CA;PTEN;PIP4K2A
Inflammatory mediator regulation of TRP channels	4/98	0.03545428514959057	0.05245575522132406	0	0	3.372340425531915	11.261968468234366	PLCB4;PIK3CA;GNAQ;F2RL1
Cell adhesion molecules	5/148	0.0396106394053724	0.058264487032321025	0	0	2.7752611760708925	8.96036787983587	CD274;CD40;CTLA4;PDCD1;HLA-DQA1
Adrenergic signaling in cardiomyocytes	5/150	0.041568972965646815	0.06077954454916534	0	0	2.7367024989529525	8.703811999740429	PLCB4;GNAQ;AKT3;AKT1;MAPK1
Amyotrophic lateral sclerosis	9/364	0.041800951587173	0.06077954454916534	0	0	2.0232655190401667	6.423536560400831	GRIN2A;ERBB4;CAT;RAC1;SDHD;TP53;TNF;HDAC6;MAP3K5
Basal cell carcinoma	3/63	0.04517207576558669	0.06530591524967676	0	0	3.953413654618474	12.244813925742964	BMP4;CTNNB1;TP53
Renin secretion	3/69	0.0564628948236867	0.08116541130904964	0	0	3.592917123037605	10.326660303569604	PLCB4;GNAQ;NPPA
Tight junction	5/169	0.06306617678860497	0.09014543913851446	0	0	2.4173002863631874	6.680380192970593	STK11;CDK4;NF2;RAC1;MAP3K5
Base excision repair	2/33	0.06467613537612975	0.09192731601213948	0	0	5.088258064516129	13.933497597784118	PARP1;APEX1
PPAR signaling pathway	3/74	0.06679275866409452	0.0944054074972956	0	0	3.3390463261496692	9.035995634603138	PPARG;CPT1C;PPARD
Thyroid hormone synthesis	3/75	0.06895551020848817	0.09692080045970837	0	0	3.2925033467202143	8.805121161273313	PLCB4;GNAQ;SLC5A5
Tyrosine metabolism	2/36	0.07532030078654114	0.10528196739776194	0	0	4.638588235294118	11.9954150679228	TYRP1;TYR
Aldosterone-regulated sodium reabsorption	2/37	0.0789842806816366	0.10979682973875857	0	0	4.505828571428571	11.438074778643761	PIK3CA;MAPK1
Ferroptosis	2/41	0.09416713199420938	0.1301873464182239	0	0	4.042871794871795	9.552028809211736	CP;TP53
Insulin secretion	3/86	0.09474507225787075	0.1302744743545723	0	0	2.854550733052693	6.726935616240755	PLCB4;GNA11;GNAQ
Sulfur relay system	1/8	0.09648082675964229	0.13194404956859188	0	0	11.235628912919749	26.273517981296447	MPST
Tryptophan metabolism	2/42	0.09808514956286019	0.133416896986041	0	0	3.9416	9.152077130510273	CAT;CYP1B1
ECM-receptor interaction	3/88	0.09980526653989158	0.13503065473044157	0	0	2.7871013465627215	6.422970723518637	COL2A1;TNC;SPP1
Retrograde endocannabinoid signaling	4/148	0.11741573037991371	0.15801159460701153	0	0	2.1957885304659497	4.703454547525909	PLCB4;GNAQ;MAPK1;PTGS2
Sulfur metabolism	1/10	0.11911558957010449	0.1594510273081293	0	0	8.73793714032758	18.59136734336237	MPST
Ovarian steroidogenesis	2/51	0.13518250271801704	0.18000617467188584	0	0	3.2161632653061223	6.435959320538208	CYP1B1;PTGS2
Pancreatic secretion	3/102	0.13802373454143704	0.18282725046588258	0	0	2.391262017768042	4.735487001012679	PLCB4;GNAQ;RAC1
Fanconi anemia pathway	2/54	0.14815805073497945	0.1952290981039052	0	0	3.030153846153846	5.78600502939814	ERCC1;BRCA2
Hippo signaling pathway	4/163	0.15086581766220142	0.1977671081271345	0	0	1.987117062284439	3.758362593402622	BMP4;CTNNB1;FAT4;NF2
Protein processing in endoplasmic reticulum	4/171	0.1700363616100564	0.22095016488087799	0	0	1.8911531775159358	3.3506373530919182	DNAJC1;CAPN1;MAP3K5;HSPA1A
Notch signaling pathway	2/59	0.17029755791213916	0.22095016488087799	0	0	2.7636491228070175	4.892233872980176	HDAC2;EP300
Glycerolipid metabolism	2/61	0.1793027507024527	0.23144691799857414	0	0	2.669694915254237	4.588350074668521	AKR1B10;GPAM
Selenocompound metabolism	1/17	0.19398038924229585	0.24912202273249162	0	0	4.913346613545817	8.057879658244165	CTH
Fatty acid biosynthesis	1/18	0.20414486165928342	0.260851767675751	0	0	4.624091867822826	7.3473371639301455	FASN
Retinol metabolism	2/68	0.21131921596138048	0.2686621187850717	0	0	2.3856969696969696	3.70829257881303	ALDH1A3;ALDH1A1
Glycosaminoglycan degradation	1/19	0.21418165517294024	0.27093979379376937	0	0	4.366976538291279	6.729208511364574	HPSE
Amphetamine addiction	2/69	0.21594179373838163	0.2718073324169679	0	0	2.3499701492537315	3.601908241834504	HDAC2;GRIN2A
Arginine biosynthesis	1/22	0.24354183787196806	0.30352751222466956	0	0	3.7425535951432365	5.286231699012547	ASS1
Terpenoid backbone biosynthesis	1/22	0.24354183787196806	0.30352751222466956	0	0	3.7425535951432365	5.286231699012547	NUS1
Gastric acid secretion	2/76	0.24850369124954821	0.3066899213957839	0	0	2.126918918918919	2.9613040624607336	PLCB4;GNAQ
Metabolism of xenobiotics by cytochrome P450	2/76	0.24850369124954821	0.3066899213957839	0	0	2.126918918918919	2.9613040624607336	GSTP1;CYP1B1
Vitamin digestion and absorption	1/24	0.2625056596400677	0.32239772761619967	0	0	3.416767711761649	4.569867487945139	CUBN
Folate biosynthesis	1/26	0.28099591185427053	0.34343944782188623	0	0	3.1431075697211157	3.9899083932202943	AKR1B10
Taste transduction	2/86	0.2952071965614739	0.35907413812525424	0	0	1.8727619047619048	2.284915239587644	TAS2R60;PLCB4
Phagosome	3/152	0.30013190752404784	0.3633175722659526	0	0	1.5847820813455162	1.9073378642685137	RAC1;TLR4;HLA-DQA1
Citrate cycle (TCA cycle)	1/30	0.3166025361488444	0.3796229461879509	0	0	2.7090259651050967	3.1156727624395613	SDHD
Glyoxylate and dicarboxylate metabolism	1/30	0.3166025361488444	0.3796229461879509	0	0	2.7090259651050967	3.1156727624395613	CAT
Galactose metabolism	1/31	0.3252262659729961	0.38812379854324536	0	0	2.6185922974767597	2.941292256518778	AKR1B10
Salivary secretion	2/93	0.32768422028735633	0.3892211630643247	0	0	1.728087912087912	1.9280361120217446	PLCB4;GNAQ
Fructose and mannose metabolism	1/33	0.34214989522999417	0.4026228999683187	0	0	2.4546812749003983	2.632661249142778	AKR1B10
SNARE interactions in vesicular transport	1/33	0.34214989522999417	0.4026228999683187	0	0	2.4546812749003983	2.632661249142778	STX17
Pentose and glucuronate interconversions	1/34	0.3504524919828776	0.40859207590630425	0	0	2.380176264638416	2.4956865168842852	AKR1B10
Propanoate metabolism	1/34	0.3504524919828776	0.40859207590630425	0	0	2.380176264638416	2.4956865168842852	ECHDC1
Viral protein interaction with cytokine and cytokine receptor	2/100	0.3597510046996003	0.4175091935275178	0	0	1.6040816326530611	1.6399218538597402	TNF;IL2
Alanine, aspartate and glutamate metabolism	1/37	0.3747392434823073	0.4329179388174601	0	0	2.1814962372731297	2.141192757453422	ASS1
Primary immunodeficiency	1/38	0.3826321168499513	0.44002693437744395	0	0	2.122429202110477	2.0389780064648804	CD40
Endocytosis	4/252	0.3924290734241976	0.4492513826982895	0	0	1.268210197710718	1.186283137580569	PDGFRA;MDM2;HRAS;HSPA1A
Nicotine addiction	1/40	0.39812137405794396	0.45371489926423336	0	0	2.0133823679640415	1.8543218594389608	GRIN2A
Fatty acid degradation	1/43	0.42063244922382603	0.47508932881083926	0	0	1.8692847656991083	1.6187928847936228	CPT1C
Porphyrin and chlorophyll metabolism	1/43	0.42063244922382603	0.47508932881083926	0	0	1.8692847656991083	1.6187928847936228	CP
Neuroactive ligand-receptor interaction	5/341	0.42973850014563003	0.4832170690526417	0	0	1.1695103142471563	0.987743143537451	GRM3;POMC;GRIN2A;MC1R;F2RL1
ABC transporters	1/45	0.43517192560468554	0.48501540607042043	0	0	1.784136182542557	1.4844264507425515	ABCB5
Basal transcription factors	1/45	0.43517192560468554	0.48501540607042043	0	0	1.784136182542557	1.4844264507425515	ERCC2
Proteasome	1/46	0.4423047939650767	0.490803126636686	0	0	1.7444001770694997	1.4230050075696294	IFNG
Pyruvate metabolism	1/47	0.4493479383856257	0.4964411721028965	0	0	1.7063918240083145	1.3650414031954512	GLO1
Sphingolipid metabolism	1/49	0.4631695382410419	0.5094864920651462	0	0	1.6351261620185924	1.258494666060737	ACER3
Hedgehog signaling pathway	1/56	0.5088796031261877	0.5573443272334437	0	0	1.4265121332850417	0.963671465080255	CUL3
Glutathione metabolism	1/57	0.5150850804547993	0.5617091610132078	0	0	1.4009675583380763	0.9294343627116923	GSTP1
Ubiquitin mediated proteolysis	2/140	0.5286330200142284	0.5740092449081535	0	0	1.1368115942028985	0.724672841752349	CUL3;MDM2
Mineral absorption	1/60	0.5332368083479825	0.5765338141540152	0	0	1.3295293402660544	0.8359943020247481	VDR
Arachidonic acid metabolism	1/61	0.5391357060258801	0.5779717526463884	0	0	1.30730411686587	0.807636751380284	PTGS2
Steroid hormone biosynthesis	1/61	0.5391357060258801	0.5779717526463884	0	0	1.30730411686587	0.807636751380284	CYP1B1
Lysine degradation	1/63	0.5507116593258926	0.587890505525109	0	0	1.2650044981364863	0.7546307308893667	SETDB1
Parkinson disease	3/249	0.6099322964401908	0.6483734075603709	0	0	0.9551376236653932	0.4722270302803351	SDHD;TP53;MAP3K5
Arrhythmogenic right ventricular cardiomyopathy	1/77	0.6240253688871442	0.6605791561859727	0	0	1.0312434472635772	0.48629754914032763	CTNNB1
Peroxisome	1/82	0.6472115439422815	0.6822688359058218	0	0	0.9673405144852688	0.4208725198704238	CAT
Complement and coagulation cascades	1/85	0.6604337551770922	0.6933184234846653	0	0	0.9326503509770442	0.38691788367310953	CLU
Hypertrophic cardiomyopathy	1/90	0.6813828318032505	0.7104775807520974	0	0	0.8800304400376024	0.3376069309432079	TNF
RNA transport	2/186	0.682395462935809	0.7104775807520974	0	0	0.8506086956521739	0.32505665235394027	CLNS1A;RPP38
Staphylococcus aureus infection	1/95	0.7010442886709425	0.72690247964651	0	0	0.8330083919640586	0.2958714315128246	HLA-DQA1
Dilated cardiomyopathy	1/96	0.7048290906954197	0.7278439181466986	0	0	0.8241979450618578	0.2883043835752833	TNF
Glycerophospholipid metabolism	1/98	0.7122561090479999	0.7325235593054633	0	0	0.8071220273544996	0.27387081296759663	GPAM
Protein digestion and absorption	1/103	0.7300193617538409	0.7477526256021123	0	0	0.7673619248496211	0.2414766904986294	COL2A1
Drug metabolism	1/108	0.7466901133427204	0.7586851352438082	0	0	0.7313177197751052	0.2136215782552405	GSTP1
Ribosome biogenesis in eukaryotes	1/108	0.7466901133427204	0.7586851352438082	0	0	0.7313177197751052	0.2136215782552405	RPP38
Lysosome	1/128	0.8037271148829882	0.813371840261584	0	0	0.615522163315243	0.134488808533036	SLC17A5
Oxidative phosphorylation	1/133	0.8158613914902803	0.8223622790718761	0	0	0.5920560183508391	0.12048979501468654	SDHD
Spliceosome	1/150	0.8517959905224616	0.8551761333419952	0	0	0.5240514452258082	0.0840621640074861	HSPA1A
Ribosome	1/158	0.8661980128929067	0.8661980128929067	0	0	0.49714517725277235	0.07141080040873697	RPS3
