Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Cellular Response To Type I Interferon (GO:0071357)	3/38	0.0120495856005911	0.052708765945442805	0	0	6.785886402753873	29.984965960351683	IFNA5;IFNA1;IFNB1
Regulation Of Double-Strand Break Repair Via Homologous Recombination (GO:0010569)	4/71	0.012370852801414905	0.05391908635427506	0	0	4.7378430428502645	20.81055936446542	RTEL1;KDM1A;PARP1;TRRAP
Positive Regulation Of Cell-Substrate Adhesion (GO:0010811)	4/71	0.012370852801414905	0.05391908635427506	0	0	4.7378430428502645	20.81055936446542	ABL1;ARL2;PTK2B;RAC1
Response To Lipid (GO:0033993)	5/110	0.012808457201750128	0.05507349597048082	0	0	3.7869674185463658	16.50227708446999	SYK;SPP1;CTNNB1;PPARG;TLR4
Release Of Sequestered Calcium Ion Into Cytosol (GO:0051209)	3/39	0.012934429640506291	0.05507349597048082	0	0	6.597054886211513	28.683087936754752	PLCB4;FASLG;CLU
Negative Regulation Of Cell-Substrate Adhesion (GO:0010812)	3/39	0.012934429640506291	0.05507349597048082	0	0	6.597054886211513	28.683087936754752	CDKN2A;PTPRO;NF2
Negative Regulation Of Lymphocyte Proliferation (GO:0050672)	3/39	0.012934429640506291	0.05507349597048082	0	0	6.597054886211513	28.683087936754752	CD274;CTLA4;ATM
Odontogenesis (GO:0042476)	3/39	0.012934429640506291	0.05507349597048082	0	0	6.597054886211513	28.683087936754752	BMP4;HDAC2;EDA
Response To Ionizing Radiation (GO:0010212)	4/72	0.012972153133563114	0.05507349597048082	0	0	4.667931688804554	20.28193112478686	STK11;ATM;BRCA2;TP53
Negative Regulation Of Cell Adhesion (GO:0007162)	4/72	0.012972153133563114	0.05507349597048082	0	0	4.667931688804554	20.28193112478686	PTPRO;CYP1B1;NF2;SIPA1
Positive Regulation Of Protein Localization To Nucleus (GO:1900182)	4/72	0.012972153133563114	0.05507349597048082	0	0	4.667931688804554	20.28193112478686	NGFR;IFNG;TERT;EP300
Regulation Of Histone H3-K4 Methylation (GO:0051569)	2/14	0.013022753077765617	0.05507349597048082	0	0	13.157333333333334	57.116736792207135	KDM1A;CTNNB1
Regulation Of Mast Cell Degranulation (GO:0043304)	2/14	0.013022753077765617	0.05507349597048082	0	0	13.157333333333334	57.116736792207135	SYK;GAB2
Serine Family Amino Acid Metabolic Process (GO:0009069)	2/14	0.013022753077765617	0.05507349597048082	0	0	13.157333333333334	57.116736792207135	CBS;CTH
Vascular Endothelial Growth Factor Signaling Pathway (GO:0038084)	2/14	0.013022753077765617	0.05507349597048082	0	0	13.157333333333334	57.116736792207135	PIK3CA;VEGFC
Negative Regulation Of Receptor Signaling Pathway Via STAT (GO:1904893)	2/14	0.013022753077765617	0.05507349597048082	0	0	13.157333333333334	57.116736792207135	PPARG;NF2
Odontogenesis Of Dentin-Containing Tooth (GO:0042475)	2/14	0.013022753077765617	0.05507349597048082	0	0	13.157333333333334	57.116736792207135	HDAC2;EDA
Positive Regulation Of Acute Inflammatory Response (GO:0002675)	2/14	0.013022753077765617	0.05507349597048082	0	0	13.157333333333334	57.116736792207135	PTGS2;TNF
Positive Regulation Of Membrane Protein Ectodomain Proteolysis (GO:0051044)	2/14	0.013022753077765617	0.05507349597048082	0	0	13.157333333333334	57.116736792207135	IFNG;TNF
Regulation Of MHC Class II Biosynthetic Process (GO:0045346)	2/14	0.013022753077765617	0.05507349597048082	0	0	13.157333333333334	57.116736792207135	HDAC2;IFNG
Regulation Of Cellular Component Organization (GO:0051128)	6/153	0.013106590399875462	0.055331312700346844	0	0	3.2521984403517505	14.097109744475063	STK11;TNC;WFDC1;TNF;ROS1;AURKA
Negative Regulation Of Inflammatory Response (GO:0050728)	5/111	0.013278793549062827	0.05596062995676477	0	0	3.751050339928195	16.210490333876713	SYK;GSTP1;ARNT;PPARG;PPARD
Positive Regulation Of Myeloid Leukocyte Differentiation (GO:0002763)	3/40	0.013855468812187533	0.05828935488118546	0	0	6.418430478671443	27.464947096268897	CASP8;IFNG;TNF
Response To Amino Acid Starvation (GO:1990928)	3/41	0.014812889275025493	0.061308355022304896	0	0	6.249207355738744	26.323271054837118	MAPK1;FAS;MAP3K5
Stem Cell Differentiation (GO:0048863)	3/41	0.014812889275025493	0.061308355022304896	0	0	6.249207355738744	26.323271054837118	KIT;CTNNB1;TP53
Negative Regulation Of Proteolysis (GO:0045861)	3/41	0.014812889275025493	0.061308355022304896	0	0	6.249207355738744	26.323271054837118	DNAJC1;AKT1;HDAC6
Negative Regulation Of Phosphorylation (GO:0042326)	4/75	0.014886773304894073	0.061308355022304896	0	0	4.470013630168105	18.8066085918911	CDKN1C;BMP4;CDKN2A;PTEN
Positive Regulation Of Neurogenesis (GO:0050769)	4/75	0.014886773304894073	0.061308355022304896	0	0	4.470013630168105	18.8066085918911	KDM1A;IFNG;IL1RAPL1;CTNNB1
T Cell Homeostasis (GO:0043029)	2/15	0.014902568314640463	0.061308355022304896	0	0	12.144615384615385	51.082944899777004	AKT1;FAS
Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage (GO:1902229)	2/15	0.014902568314640463	0.061308355022304896	0	0	12.144615384615385	51.082944899777004	RPS3;CLU
Defense Response To Protozoan (GO:0042832)	2/15	0.014902568314640463	0.061308355022304896	0	0	12.144615384615385	51.082944899777004	BATF2;CD40
Sympathetic Nervous System Development (GO:0048485)	2/15	0.014902568314640463	0.061308355022304896	0	0	12.144615384615385	51.082944899777004	NF1;CTNNB1
Positive Regulation Of Collagen Biosynthetic Process (GO:0032967)	2/15	0.014902568314640463	0.061308355022304896	0	0	12.144615384615385	51.082944899777004	BMP4;HDAC2
Positive Regulation Of Endothelial Cell Apoptotic Process (GO:2000353)	2/15	0.014902568314640463	0.061308355022304896	0	0	12.144615384615385	51.082944899777004	CD40;FASLG
Positive Regulation Of Mitotic Sister Chromatid Separation (GO:1901970)	2/15	0.014902568314640463	0.061308355022304896	0	0	12.144615384615385	51.082944899777004	INCENP;CUL3
Presynapse Assembly (GO:0099054)	2/15	0.014902568314640463	0.061308355022304896	0	0	12.144615384615385	51.082944899777004	IL1RAPL1;PTEN
Peptidyl-Serine Phosphorylation (GO:0018105)	6/158	0.015149351338613963	0.06221779437709198	0	0	3.144415917843389	13.17446615239459	MAP2K2;AKT3;CDK2;MAPK1;ATM;AURKA
DNA Recombination (GO:0006310)	3/42	0.01580685151351059	0.06415566075701697	0	0	6.0886623416743895	25.251581132297556	RTEL1;ERCC1;XRCC3
Branching Morphogenesis Of An Epithelial Tube (GO:0048754)	3/42	0.01580685151351059	0.06415566075701697	0	0	6.0886623416743895	25.251581132297556	BMP4;CTNNB1;MET
Cellular Response To Amino Acid Starvation (GO:0034198)	3/42	0.01580685151351059	0.06415566075701697	0	0	6.0886623416743895	25.251581132297556	MAPK1;FAS;MAP3K5
Regulation Of Ubiquitin-Dependent Protein Catabolic Process (GO:2000058)	3/42	0.01580685151351059	0.06415566075701697	0	0	6.0886623416743895	25.251581132297556	PTEN;PTK2B;CLU
Collagen Fibril Organization (GO:0030199)	3/42	0.01580685151351059	0.06415566075701697	0	0	6.0886623416743895	25.251581132297556	COL2A1;NF1;CYP1B1
Stress-Activated MAPK Cascade (GO:0051403)	3/42	0.01580685151351059	0.06415566075701697	0	0	6.0886623416743895	25.251581132297556	TNFRSF19;MAPK1;MAP3K5
Monocyte Chemotaxis (GO:0002548)	3/42	0.01580685151351059	0.06415566075701697	0	0	6.0886623416743895	25.251581132297556	LGALS3;FLT1;PTPRO
Negative Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0030512)	4/77	0.016257160387793762	0.06587281570866518	0	0	4.347105612019443	17.90669232569747	HDAC2;PPARG;FBN1;HSPA1A
Regulation Of Endothelial Cell Apoptotic Process (GO:2000351)	3/43	0.016837491140210343	0.06676543479252052	0	0	5.936144578313253	24.244088634900393	CD40;FASLG;TNF
DNA Repair-Dependent Chromatin Remodeling (GO:0140861)	2/16	0.01689146179951325	0.06676543479252052	0	0	11.276571428571428	46.01909038324504	KDM1A;ASF1A
Activation Of Cysteine-Type Endopeptidase Activity (GO:0097202)	2/16	0.01689146179951325	0.06676543479252052	0	0	11.276571428571428	46.01909038324504	GRIN2A;CASP8
Regulation Of Nucleocytoplasmic Transport (GO:0046822)	2/16	0.01689146179951325	0.06676543479252052	0	0	11.276571428571428	46.01909038324504	BMP4;MX2
Regulation Of Protein Kinase C Signaling (GO:0090036)	2/16	0.01689146179951325	0.06676543479252052	0	0	11.276571428571428	46.01909038324504	CD40;MC1R
Regulation Of Stem Cell Proliferation (GO:0072091)	2/16	0.01689146179951325	0.06676543479252052	0	0	11.276571428571428	46.01909038324504	KDM1A;TERT
Retinal Metabolic Process (GO:0042574)	2/16	0.01689146179951325	0.06676543479252052	0	0	11.276571428571428	46.01909038324504	ALDH1A3;CYP1B1
Negative Regulation Of Amyloid-Beta Formation (GO:1902430)	2/16	0.01689146179951325	0.06676543479252052	0	0	11.276571428571428	46.01909038324504	APEX1;CLU
Negative Regulation Of Chemokine Production (GO:0032682)	2/16	0.01689146179951325	0.06676543479252052	0	0	11.276571428571428	46.01909038324504	GSTP1;F2RL1
Negative Regulation Of Interleukin-10 Production (GO:0032693)	2/16	0.01689146179951325	0.06676543479252052	0	0	11.276571428571428	46.01909038324504	CD274;MMP8
Negative Regulation Of Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator (GO:1902254)	2/16	0.01689146179951325	0.06676543479252052	0	0	11.276571428571428	46.01909038324504	KDM1A;MDM2
Positive Regulation Of Collagen Metabolic Process (GO:0010714)	2/16	0.01689146179951325	0.06676543479252052	0	0	11.276571428571428	46.01909038324504	BMP4;HDAC2
Positive Regulation Of Positive Chemotaxis (GO:0050927)	2/16	0.01689146179951325	0.06676543479252052	0	0	11.276571428571428	46.01909038324504	VEGFC;F2RL1
Positive Regulation Of Stem Cell Proliferation (GO:2000648)	2/16	0.01689146179951325	0.06676543479252052	0	0	11.276571428571428	46.01909038324504	KDM1A;TERT
Positive Regulation Of Telomere Capping (GO:1904355)	2/16	0.01689146179951325	0.06676543479252052	0	0	11.276571428571428	46.01909038324504	RTEL1;MAPK1
Cellular Component Assembly (GO:0022607)	8/260	0.01761194737887537	0.06949967489314768	0	0	2.53655997918293	10.245616702743925	CD40;MYO1B;MDM2;POT1;FAS;PTK2B;MITF;TP53
Regulation Of Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0000079)	4/79	0.01770420295265989	0.06974994616039784	0	0	4.230752688172043	17.066658398327547	CDKN2A;PTEN;AKT1;PKMYT1
Regulation Of Protein Localization To Plasma Membrane (GO:1903076)	4/80	0.018456834118502526	0.07230081136210317	0	0	4.174872665534805	16.667429995341394	LGALS3;IFNG;AKT1;TNF
Wound Healing (GO:0042060)	4/80	0.018456834118502526	0.07230081136210317	0	0	4.174872665534805	16.667429995341394	PDGFRA;NF1;HPSE;RAF1
Positive Regulation Of Immune Response (GO:0050778)	4/80	0.018456834118502526	0.07230081136210317	0	0	4.174872665534805	16.667429995341394	IFNG;IFNB1;F2RL1;IL2
Regulation Of Cellular Respiration (GO:0043457)	2/17	0.018986409051585135	0.07230081136210317	0	0	10.524266666666668	41.71852846292799	IFNG;ARL2
G Protein-Coupled Acetylcholine Receptor Signaling Pathway (GO:0007213)	2/17	0.018986409051585135	0.07230081136210317	0	0	10.524266666666668	41.71852846292799	GNA11;GNAQ
Regulation Of Leukocyte Chemotaxis (GO:0002688)	2/17	0.018986409051585135	0.07230081136210317	0	0	10.524266666666668	41.71852846292799	F2RL1;PTK2B
Regulation Of Mitotic Cell Cycle Spindle Assembly Checkpoint (GO:0090266)	2/17	0.018986409051585135	0.07230081136210317	0	0	10.524266666666668	41.71852846292799	INCENP;XRCC3
Detection Of Visible Light (GO:0009584)	2/17	0.018986409051585135	0.07230081136210317	0	0	10.524266666666668	41.71852846292799	GNA11;GNAQ
Myeloid Cell Activation Involved In Immune Response (GO:0002275)	2/17	0.018986409051585135	0.07230081136210317	0	0	10.524266666666668	41.71852846292799	SYK;IFNG
Negative Regulation Of Rho Protein Signal Transduction (GO:0035024)	2/17	0.018986409051585135	0.07230081136210317	0	0	10.524266666666668	41.71852846292799	CUL3;MET
Negative Regulation Of Cellular Senescence (GO:2000773)	2/17	0.018986409051585135	0.07230081136210317	0	0	10.524266666666668	41.71852846292799	TERT;PTEN
Positive Chemotaxis (GO:0050918)	2/17	0.018986409051585135	0.07230081136210317	0	0	10.524266666666668	41.71852846292799	LGALS3;MET
Positive Regulation Of SMAD Protein Signal Transduction (GO:0060391)	2/17	0.018986409051585135	0.07230081136210317	0	0	10.524266666666668	41.71852846292799	BMP4;PPARG
Positive Regulation Of Leukocyte Proliferation (GO:0070665)	2/17	0.018986409051585135	0.07230081136210317	0	0	10.524266666666668	41.71852846292799	CSF2;MAPK1
Positive Regulation Of Macrophage Activation (GO:0043032)	2/17	0.018986409051585135	0.07230081136210317	0	0	10.524266666666668	41.71852846292799	MMP8;TLR4
Positive Regulation Of Macrophage Derived Foam Cell Differentiation (GO:0010744)	2/17	0.018986409051585135	0.07230081136210317	0	0	10.524266666666668	41.71852846292799	CSF2;NFKB1
Regulation Of DNA Methylation-Dependent Heterochromatin Formation (GO:0090308)	2/17	0.018986409051585135	0.07230081136210317	0	0	10.524266666666668	41.71852846292799	KDM1A;SETDB1
Regulation Of Adenylate Cyclase Activity (GO:0045761)	2/17	0.018986409051585135	0.07230081136210317	0	0	10.524266666666668	41.71852846292799	GRM3;NF1
Regulation Of Brown Fat Cell Differentiation (GO:0090335)	2/17	0.018986409051585135	0.07230081136210317	0	0	10.524266666666668	41.71852846292799	FTO;PTGS2
Regulation Of Cellular Metabolic Process (GO:0031323)	3/45	0.0190092253105819	0.07230081136210317	0	0	5.652897303499713	22.401475967463092	ARL2;CYP1B1;EP300
I-kappaB kinase/NF-kappaB Signaling (GO:0007249)	3/45	0.0190092253105819	0.07230081136210317	0	0	5.652897303499713	22.401475967463092	NFKBIA;TLR4;NFKB1
Negative Regulation Of Response To Biotic Stimulus (GO:0002832)	3/45	0.0190092253105819	0.07230081136210317	0	0	5.652897303499713	22.401475967463092	PPP6C;PARP1;AKT1
Supramolecular Fiber Organization (GO:0097435)	9/316	0.01917676179180694	0.07282352711833749	0	0	2.345397514778622	9.27383324779912	MYO1B;COL2A1;KIF18B;RAC2;MDM2;NF1;CYP1B1;MYO7A;RAC1
Histone Modification (GO:0016570)	4/81	0.01922905349283891	0.0728267296550209	0	0	4.1204440720569755	16.281246393194955	HDAC2;TRRAP;EP300;HDAC6
Protein Localization To Nucleus (GO:0034504)	5/122	0.019237817383033633	0.0728267296550209	0	0	3.3964843074154816	13.419092688191432	BMP4;SYK;MDM2;AKT1;ARL2
Epithelial Cell Migration (GO:0010631)	3/46	0.020150473661963007	0.07592522708456155	0	0	5.521154384981788	21.557499039947004	PIK3CA;KIT;CYP1B1
Negative Regulation Of Cellular Metabolic Process (GO:0031324)	3/46	0.020150473661963007	0.07592522708456155	0	0	5.521154384981788	21.557499039947004	TERT;AKT3;PTEN
Negative Regulation Of Cold-Induced Thermogenesis (GO:0120163)	3/46	0.020150473661963007	0.07592522708456155	0	0	5.521154384981788	21.557499039947004	STK11;ALDH1A1;TLR4
Brain Development (GO:0007420)	6/169	0.020400073717760793	0.07674615602373773	0	0	2.9305701032470446	11.406414085467373	GRIN2A;KDM4B;APEX1;NF1;PTEN;PHGDH
Cellular Response To Lipopolysaccharide (GO:0071222)	5/124	0.02048241084759914	0.07681697959742995	0	0	3.339060320484469	12.982896835688882	CD274;GSTP1;TNF;TLR4;NFKB1
Protein Dephosphorylation (GO:0006470)	5/124	0.02048241084759914	0.07681697959742995	0	0	3.339060320484469	12.982896835688882	PPP6C;STK11;PTPRO;PTEN;PTPRK
Epigenetic Regulation Of Gene Expression (GO:0040029)	4/83	0.020832764153745312	0.07740962228288757	0	0	4.015720702327481	15.545771755852853	DNMT3A;EP300;TP53;HDAC6
Positive Regulation Of Ubiquitin-Dependent Protein Catabolic Process (GO:2000060)	4/83	0.020832764153745312	0.07740962228288757	0	0	4.015720702327481	15.545771755852853	PTEN;MDM2;CLU;HSPA1A
Regulation Of Mitotic Cell Cycle (GO:0007346)	5/125	0.021123986791386547	0.07740962228288757	0	0	3.3110661268556005	12.771927910039508	CDKN1C;ERCC2;MDM2;PKMYT1;AURKA
Regulation Of Collagen Biosynthetic Process (GO:0032965)	2/18	0.02118444396497378	0.07740962228288757	0	0	9.866	38.02838000784799	BMP4;HDAC2
Regulation Of Protein Deacetylation (GO:0090311)	2/18	0.02118444396497378	0.07740962228288757	0	0	9.866	38.02838000784799	IFNG;EP300
Epithelial Cell Development (GO:0002064)	2/18	0.02118444396497378	0.07740962228288757	0	0	9.866	38.02838000784799	ROS1;SIPA1
Vesicle Transport Along Actin Filament (GO:0030050)	2/18	0.02118444396497378	0.07740962228288757	0	0	9.866	38.02838000784799	MYO1B;MYO7A
Negative Regulation Of Amyloid Precursor Protein Catabolic Process (GO:1902992)	2/18	0.02118444396497378	0.07740962228288757	0	0	9.866	38.02838000784799	APEX1;CLU
Negative Regulation Of Lipid Catabolic Process (GO:0050995)	2/18	0.02118444396497378	0.07740962228288757	0	0	9.866	38.02838000784799	AKT1;TNF
Negative Regulation Of Nervous System Development (GO:0051961)	2/18	0.02118444396497378	0.07740962228288757	0	0	9.866	38.02838000784799	PAX6;TNF
Negative Regulation Of Signal Transduction By P53 Class Mediator (GO:1901797)	2/18	0.02118444396497378	0.07740962228288757	0	0	9.866	38.02838000784799	KDM1A;MDM2
Neutrophil Activation (GO:0042119)	2/18	0.02118444396497378	0.07740962228288757	0	0	9.866	38.02838000784799	SYK;F2RL1
Positive Regulation Of Cytokine Production Involved In Inflammatory Response (GO:1900017)	2/18	0.02118444396497378	0.07740962228288757	0	0	9.866	38.02838000784799	TNF;TLR4
Positive Regulation Of Glycolytic Process (GO:0045821)	2/18	0.02118444396497378	0.07740962228288757	0	0	9.866	38.02838000784799	IFNG;ARNT
Positive Regulation Of Neuroblast Proliferation (GO:0002052)	2/18	0.02118444396497378	0.07740962228288757	0	0	9.866	38.02838000784799	KDM1A;CTNNB1
Positive Regulation Of Neutrophil Chemotaxis (GO:0090023)	2/18	0.02118444396497378	0.07740962228288757	0	0	9.866	38.02838000784799	RAC2;RAC1
Positive Regulation Of Osteoclast Differentiation (GO:0045672)	2/18	0.02118444396497378	0.07740962228288757	0	0	9.866	38.02838000784799	IFNG;TNF
Negative Regulation Of Hydrolase Activity (GO:0051346)	3/47	0.02132870849045174	0.07770202686506439	0	0	5.39539978094195	20.75988673659808	KLRK1;ARL2;HRAS
Positive Regulation Of Smooth Muscle Cell Proliferation (GO:0048661)	3/47	0.02132870849045174	0.07770202686506439	0	0	5.39539978094195	20.75988673659808	BMP4;AKT1;TNF
Heart Development (GO:0007507)	6/171	0.021472216377925384	0.07810720514015264	0	0	2.894752402069475	11.118730779260291	BMP4;CASP8;ERBB4;NF1;PTEN;FBN1
Positive Regulation Of Intracellular Protein Transport (GO:0090316)	5/126	0.021778535037375146	0.07910251690001574	0	0	3.283534647171011	12.565530291200734	IFNG;TMEM30B;RAC2;EP300;HRAS
Negative Regulation Of ERK1 And ERK2 Cascade (GO:0070373)	3/48	0.022543952423959256	0.08175985144461385	0	0	5.275234270414994	20.00520991134703	GSTP1;PTEN;TLR4
Negative Regulation Of Angiogenesis (GO:0016525)	4/86	0.023388248726224338	0.08365912996885251	0	0	3.8682140047206923	14.527161147367464	CTNNB1;FASLG;PPARG;TNF
RNA-templated DNA Biosynthetic Process (GO:0006278)	2/19	0.023482657812670876	0.08365912996885251	0	0	9.285176470588235	34.8332754215896	TERT;POT1
Regulation Of Protein-Containing Complex Disassembly (GO:0043244)	2/19	0.023482657812670876	0.08365912996885251	0	0	9.285176470588235	34.8332754215896	TNF;HDAC6
Cellular Response To Lectin (GO:1990858)	2/19	0.023482657812670876	0.08365912996885251	0	0	9.285176470588235	34.8332754215896	SYK;EP300
Embryonic Digestive Tract Development (GO:0048566)	2/19	0.023482657812670876	0.08365912996885251	0	0	9.285176470588235	34.8332754215896	PDGFRA;TNF
Stimulatory C-type Lectin Receptor Signaling Pathway (GO:0002223)	2/19	0.023482657812670876	0.08365912996885251	0	0	9.285176470588235	34.8332754215896	SYK;EP300
Telomere Maintenance Via Telomerase (GO:0007004)	2/19	0.023482657812670876	0.08365912996885251	0	0	9.285176470588235	34.8332754215896	TERT;POT1
Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage By P53 Class Mediator (GO:0042771)	2/19	0.023482657812670876	0.08365912996885251	0	0	9.285176470588235	34.8332754215896	EP300;TP53
Negative Regulation Of Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0045736)	2/19	0.023482657812670876	0.08365912996885251	0	0	9.285176470588235	34.8332754215896	CDKN2A;PTEN
Negative Regulation Of Leukocyte Cell-Cell Adhesion (GO:1903038)	2/19	0.023482657812670876	0.08365912996885251	0	0	9.285176470588235	34.8332754215896	AKT1;ASS1
Neuron Apoptotic Process (GO:0051402)	2/19	0.023482657812670876	0.08365912996885251	0	0	9.285176470588235	34.8332754215896	NGFR;FAS
Positive Regulation Of Activated T Cell Proliferation (GO:0042104)	2/19	0.023482657812670876	0.08365912996885251	0	0	9.285176470588235	34.8332754215896	RPS3;IL2
Negative Regulation Of DNA Metabolic Process (GO:0051053)	3/49	0.02379620764030108	0.08427968708914833	0	0	5.160293347302252	19.290358517251548	RTEL1;ERCC1;RPS3
Negative Regulation Of T Cell Activation (GO:0050868)	3/49	0.02379620764030108	0.08427968708914833	0	0	5.160293347302252	19.290358517251548	LGALS3;CD274;IFNB1
Neurogenesis (GO:0022008)	3/49	0.02379620764030108	0.08427968708914833	0	0	5.160293347302252	19.290358517251548	ERBB4;APEX1;FAT4
Positive Regulation Of Pathway-Restricted SMAD Protein Phosphorylation (GO:0010862)	3/49	0.02379620764030108	0.08427968708914833	0	0	5.160293347302252	19.290358517251548	BMP4;GDF15;PPARG
Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0007178)	5/130	0.02452815000745736	0.08674502173689964	0	0	3.177813765182186	11.783123200656153	ACVR1;BMP4;GDF15;PPARG;PTPRK
Regulation Of Double-Strand Break Repair (GO:2000779)	4/88	0.02519305889755915	0.08896643718714684	0	0	3.7757296466973886	13.899165996008032	RTEL1;KDM1A;TRRAP;POT1
Actin Filament-Based Transport (GO:0099515)	2/20	0.02587819829062754	0.0896838992335645	0	0	8.768888888888888	32.04462795378348	MYO1B;MYO7A
Regulation Of Macrophage Chemotaxis (GO:0010758)	2/20	0.02587819829062754	0.0896838992335645	0	0	8.768888888888888	32.04462795378348	MAPK1;PTK2B
Regulation Of Necroptotic Process (GO:0060544)	2/20	0.02587819829062754	0.0896838992335645	0	0	8.768888888888888	32.04462795378348	CASP8;PARP1
Endothelial Cell Development (GO:0001885)	2/20	0.02587819829062754	0.0896838992335645	0	0	8.768888888888888	32.04462795378348	F2RL1;MET
Stress-Activated Protein Kinase Signaling Cascade (GO:0031098)	2/20	0.02587819829062754	0.0896838992335645	0	0	8.768888888888888	32.04462795378348	MAPK1;MAP3K5
Sulfur Compound Catabolic Process (GO:0044273)	2/20	0.02587819829062754	0.0896838992335645	0	0	8.768888888888888	32.04462795378348	MPST;HPSE
Hydrogen Peroxide Catabolic Process (GO:0042744)	2/20	0.02587819829062754	0.0896838992335645	0	0	8.768888888888888	32.04462795378348	PRDX2;CAT
Lipopolysaccharide-Mediated Signaling Pathway (GO:0031663)	2/20	0.02587819829062754	0.0896838992335645	0	0	8.768888888888888	32.04462795378348	TNF;TLR4
Long-Term Synaptic Potentiation (GO:0060291)	2/20	0.02587819829062754	0.0896838992335645	0	0	8.768888888888888	32.04462795378348	GRIN2A;PTK2B
Negative Regulation Of miRNA Transcription (GO:1902894)	2/20	0.02587819829062754	0.0896838992335645	0	0	8.768888888888888	32.04462795378348	PPARG;PPARD
Negative Regulation Of Phosphoprotein Phosphatase Activity (GO:0032515)	2/20	0.02587819829062754	0.0896838992335645	0	0	8.768888888888888	32.04462795378348	LGALS3;TNF
Regulation Of Calcium Ion Import (GO:0090279)	2/20	0.02587819829062754	0.0896838992335645	0	0	8.768888888888888	32.04462795378348	LGALS3;CTNNB1
Regulation Of Calcium Ion Transmembrane Transport (GO:1903169)	2/20	0.02587819829062754	0.0896838992335645	0	0	8.768888888888888	32.04462795378348	NPPA;PTK2B
Cellular Response To Peptide Hormone Stimulus (GO:0071375)	4/89	0.026126083959977134	0.09028428157026383	0	0	3.73111954459203	13.59926316166267	PARP1;AKT1;PPARG;NFKB1
Regulation Of Vesicle-Mediated Transport (GO:0060627)	4/89	0.026126083959977134	0.09028428157026383	0	0	3.73111954459203	13.59926316166267	MAP2K1;MAP2K2;APEX1;MAPK1
Positive Regulation Of DNA Recombination (GO:0045911)	3/51	0.026411662508595023	0.09101112764713869	0	0	4.944779116465863	17.96907811555371	PARP1;TRRAP;ERCC2
Positive Regulation Of Ras Protein Signal Transduction (GO:0046579)	3/51	0.026411662508595023	0.09101112764713869	0	0	4.944779116465863	17.96907811555371	EPO;F2RL1;RAC1
Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050730)	4/90	0.02707962988003113	0.09318012045490086	0	0	3.6875468867216803	13.308258989324825	ACVR1;CSF3;PTK2B;TP53
Central Nervous System Development (GO:0007417)	8/283	0.02748579185918678	0.09444336719797275	0	0	2.3216691505216094	8.344278747211389	GRIN2A;KDM4B;GSTP1;APEX1;NF1;PTEN;PHGDH;PAX6
Regulation Of Peptide Hormone Secretion (GO:0090276)	3/52	0.027774770355399842	0.09503135712830584	0	0	4.843619375461028	17.357726196162336	IFNG;RFX6;TNF
Negative Regulation Of Innate Immune Response (GO:0045824)	3/52	0.027774770355399842	0.09503135712830584	0	0	4.843619375461028	17.357726196162336	PPP6C;PARP1;AKT1
Positive Regulation Of B Cell Activation (GO:0050871)	3/52	0.027774770355399842	0.09503135712830584	0	0	4.843619375461028	17.357726196162336	CD40;SYK;IL2
Cellular Response To Metal Ion (GO:0071248)	5/135	0.028266749149957367	0.09611042250684919	0	0	3.054811585175958	10.893669221038687	SYT4;AKT1;MAPK1;BRAF;CLU
Regulation Of Membrane Protein Ectodomain Proteolysis (GO:0051043)	2/21	0.028368268569611544	0.09611042250684919	0	0	8.306947368421053	29.593367606790302	IFNG;TNF
Chaperone-Mediated Protein Complex Assembly (GO:0051131)	2/21	0.028368268569611544	0.09611042250684919	0	0	8.306947368421053	29.593367606790302	CLU;HSPA1A
Negative Regulation Of miRNA Metabolic Process (GO:2000629)	2/21	0.028368268569611544	0.09611042250684919	0	0	8.306947368421053	29.593367606790302	PPARG;PPARD
Negative Regulation Of Osteoclast Differentiation (GO:0045671)	2/21	0.028368268569611544	0.09611042250684919	0	0	8.306947368421053	29.593367606790302	TLR4;FBN1
Negative Regulation Of Tumor Necrosis Factor-Mediated Signaling Pathway (GO:0010804)	2/21	0.028368268569611544	0.09611042250684919	0	0	8.306947368421053	29.593367606790302	GSTP1;F2RL1
Positive Regulation Of Granulocyte Chemotaxis (GO:0071624)	2/21	0.028368268569611544	0.09611042250684919	0	0	8.306947368421053	29.593367606790302	RAC2;RAC1
Positive Regulation Of Developmental Process (GO:0051094)	7/233	0.028632298562161224	0.09686927303757763	0	0	2.468015170670038	8.769400563639184	ACVR1;BMP4;HDAC2;CTNNB1;PPARG;TNF;AURKA
Regulation Of Cyclin-Dependent Protein Kinase Activity (GO:1904029)	3/53	0.0291747071519043	0.0982782011211359	0	0	4.7465060240963854	16.77630311376778	CDKN1C;CDKN2A;PKMYT1
