Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Small GTPase Binding (GO:0031267)	2/199	0.2623741321223194	0.30638527686541817	0	0	2.0411271107427744	2.7309950255145217	CAV1;WAS
RNA Polymerase II Transcription Regulatory Region Sequence-Specific DNA Binding (GO:0000977)	8/1225	0.26907090522943583	0.312191242605948	0	0	1.3349290843485406	1.7524686651031163	RB1;MYC;STAT3;HIF1A;TEAD2;RELA;GLIS2;TP73
Double-Stranded RNA Binding (GO:0003725)	1/65	0.2784389392137884	0.3210028534885076	0	0	3.1306818181818183	4.00275356439037	HSP90AB1
Sequence-Specific Double-Stranded DNA Binding (GO:1990837)	5/715	0.2870505888137238	0.3288364340207849	0	0	1.4225352112676057	1.775461660877911	STAT3;TEAD2;RELA;GLIS2;TP73
Cis-Regulatory Region Sequence-Specific DNA Binding (GO:0000987)	7/1098	0.3098266695648388	0.3526957684983385	0	0	1.2976454471087984	1.520506019658267	MYC;STAT3;HIF1A;TEAD2;RELA;GLIS2;TP73
Cytokine Receptor Activity (GO:0004896)	1/76	0.31727988935066437	0.3589228748279391	0	0	2.67003367003367	3.0651211233087037	CD44
RNA Polymerase II Cis-Regulatory Region Sequence-Specific DNA Binding (GO:0000978)	7/1122	0.3292855189322574	0.3701905523399912	0	0	1.2680939293119244	1.408636863028398	MYC;STAT3;HIF1A;TEAD2;RELA;GLIS2;TP73
DNA-binding Transcription Repressor Activity, RNA Polymerase II-specific (GO:0001227)	2/243	0.3434420739446057	0.3837223171850224	0	0	1.6647472266915064	1.7791766510731521	MYC;RELA
Growth Factor Activity (GO:0008083)	1/85	0.34751343686607217	0.38588915382060773	0	0	2.382876382876383	2.5185858334956643	HGF
G Protein-Coupled Receptor Activity (GO:0004930)	2/250	0.35613869593217523	0.39305551197392513	0	0	1.6171823568136932	1.6696357129499555	PDGFRB;GRM1
Cytokine Receptor Binding (GO:0005126)	1/100	0.394984420817951	0.43328594041241897	0	0	2.020304050607081	1.8766785261005494	JAK2
RNA Binding (GO:0003723)	8/1411	0.409712357521757	0.44673455850263866	0	0	1.146425361802349	1.0229552729722355	KHDRBS1;HSP90AA1;HSP90AB1;NEDD4;STAT3;HSPB1;GRB2;CRKL
Phosphatidylinositol Phosphate Binding (GO:1901981)	1/109	0.42180856913936493	0.45716976655224584	0	0	1.8511036288814067	1.5978794932003777	BTK
Nuclear Receptor Binding (GO:0016922)	1/115	0.4390337277589992	0.47300657574035027	0	0	1.7531454899875953	1.443152621866488	HIF1A
Serine-Type Endopeptidase Activity (GO:0004252)	1/125	0.4666203770761902	0.49975318491591963	0	0	1.6109481915933528	1.2279279396515803	HGF
G Protein-Coupled Receptor Binding (GO:0001664)	1/140	0.5055012372413341	0.538210140827538	0	0	1.4360148245040332	0.9796561960455777	STUB1
Serine-Type Peptidase Activity (GO:0008236)	1/142	0.5104686592356167	0.5403206276119686	0	0	1.4155025431621175	0.9518207634132154	HGF
Magnesium Ion Binding (GO:0000287)	1/155	0.5415741406288901	0.5699123224059832	0	0	1.295159386068477	0.7942892672270463	ABL2
Double-Stranded DNA Binding (GO:0003690)	3/650	0.6352970494304226	0.6646749476699797	0	0	0.9203301518507305	0.4175193650304831	TEAD2;EGFR;GLIS2
Sequence-Specific DNA Binding (GO:0043565)	3/717	0.7004411877328403	0.728619856204851	0	0	0.8310664471974357	0.29589694871451033	HIF1A;TEAD2;GLIS2
GTPase Activity (GO:0003924)	1/265	0.7374167776971414	0.7626996386467577	0	0	0.7513008876645241	0.22884778373963424	RASA1
Ribonucleoside Triphosphate Phosphatase Activity (GO:0017111)	1/270	0.7440030510499898	0.7651395013639098	0	0	0.7371484360331944	0.21798226964081355	RASA1
mRNA Binding (GO:0003729)	1/282	0.7591502965446322	0.7763062354495956	0	0	0.7052374276573565	0.19433205342622992	KHDRBS1
Receptor Ligand Activity (GO:0048018)	1/319	0.800487119011081	0.8124908211526947	0	0	0.6220062257798107	0.13841805459808484	HGF
Tubulin Binding (GO:0015631)	1/322	0.8035130220239355	0.8124908211526947	0	0	0.6160986815192423	0.1347789103383304	FYN
Endopeptidase Activity (GO:0004175)	1/335	0.8161087762769966	0.8206427139229799	0	0	0.5917256396298313	0.120243164035392	HGF
Metal Ion Binding (GO:0046872)	1/521	0.9290763233427268	0.9290763233427268	0	0	0.3764568764568765	0.02769381938320409	ABL2
