Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Signaling by FLT3 ITD and TKD Mutants	4/16	3.9757159043337235E-5	4.593723228076689E-4	0	0	26.526881720430108	268.78948169427844	NRAS;PIK3CA;GAB2;HRAS
TRAF6 Mediated Induction of NFkB and MAP Kinases Upon TLR7 8 or 9 Activation	8/102	4.4939578850808274E-5	5.141616521460123E-4	0	0	6.85524938960586	68.62236028499343	NFKBIA;MAP2K1;CASP8;MAPK1;TP53;AGER;TLR4;NFKB1
MyD88 Dependent Cascade Initiated on Endosome	8/103	4.8200642205999364E-5	5.461179558679734E-4	0	0	6.78274374460742	67.42141028625494	NFKBIA;MAP2K1;CASP8;MAPK1;TP53;AGER;TLR4;NFKB1
Aberrant Regulation of Mitotic G1 S Transition in Cancer Due to RB1 Defects	4/17	5.14767705170231E-5	5.667301055977921E-4	0	0	24.48511166253102	241.77529469395878	CDKN1C;CDK4;CDK2;E2F1
Defective Binding of RB1 Mutants to E2F1,(E2F2, E2F3)	4/17	5.14767705170231E-5	5.667301055977921E-4	0	0	24.48511166253102	241.77529469395878	CDKN1C;CDK4;CDK2;E2F1
Signaling by NTRK3 (TRKC)	4/17	5.14767705170231E-5	5.667301055977921E-4	0	0	24.48511166253102	241.77529469395878	NRAS;PIK3CA;PTPRO;HRAS
p53-Dependent G1 DNA Damage Response	6/53	5.2714936912850664E-5	5.696141794194141E-4	0	0	10.223663725998962	100.70934161530992	CDKN2A;CHEK2;CDK2;MDM2;ATM;TP53
p53-Dependent G1 S DNA Damage Checkpoint	6/53	5.2714936912850664E-5	5.696141794194141E-4	0	0	10.223663725998962	100.70934161530992	CDKN2A;CHEK2;CDK2;MDM2;ATM;TP53
Toll Like Receptor 7 8 (TLR7 8) Cascade	8/107	6.328596110124407E-5	6.77566207386714E-4	0	0	6.507368769663851	62.91224587821632	NFKBIA;MAP2K1;CASP8;MAPK1;TP53;AGER;TLR4;NFKB1
G1 S DNA Damage Checkpoints	6/55	6.51821106387754E-5	6.889625484957362E-4	0	0	9.805375808860129	94.50740372881816	CDKN2A;CHEK2;CDK2;MDM2;ATM;TP53
Caspase Activation via Death Receptors in the Presence of Ligand	4/18	6.553114214483866E-5	6.889625484957362E-4	0	0	22.735023041474655	219.00613765471846	CASP8;FAS;FASLG;TLR4
RAS Signaling Downstream of NF1 Loss-Of-Function Variants	3/7	6.66427521440923E-5	6.943936763585333E-4	0	0	59.46987951807229	571.8721301036412	NRAS;NF1;HRAS
MyD88-independent TLR4 Cascade	8/110	7.701399837103537E-5	7.815246617304198E-4	0	0	6.3150112504018	59.81277654910309	NFKBIA;MAP2K1;CASP8;MAPK1;TP53;AGER;TLR4;NFKB1
TRIF (TICAM1)-mediated TLR4 Signaling	8/110	7.701399837103537E-5	7.815246617304198E-4	0	0	6.3150112504018	59.81277654910309	NFKBIA;MAP2K1;CASP8;MAPK1;TP53;AGER;TLR4;NFKB1
Toll Like Receptor 9 (TLR9) Cascade	8/110	7.701399837103537E-5	7.815246617304198E-4	0	0	6.3150112504018	59.81277654910309	NFKBIA;MAP2K1;CASP8;MAPK1;TP53;AGER;TLR4;NFKB1
Signaling by FLT3 Fusion Proteins	4/19	8.218710177463263E-5	8.268305842327265E-4	0	0	21.218279569892474	199.5900052326055	NRAS;PIK3CA;GAB2;HRAS
Adaptive Immune System	25/854	8.372558483063484E-5	8.351090384388962E-4	0	0	2.513377935307653	23.595506486632672	CD274;CD40;KLRB1;CUL3;UBR4;PTEN;RAP1GAP;NRAS;KLRK1;AKT3;AKT1;CTLA4;RAC1;HRAS;HLA-DQA1;SYK;NFKB1;NFKBIA;COL2A1;PIK3CA;PDCD1;RAF1;NFKBIE;TLR4;SIPA1
Signaling by PDGF	6/58	8.818528394428594E-5	8.721375115506923E-4	0	0	9.23827392120075	86.24917623472231	PDGFRA;NRAS;COL2A1;PIK3CA;SPP1;HRAS
PTEN Regulation	9/145	9.49605955181955E-5	9.312522266364216E-4	0	0	5.340958605664488	49.46821783672486	SUZ12;HDAC2;KDM1A;AKT3;PTEN;AKT1;MAPK1;PPARG;TP53
SUMOylation of Transcription Factors	4/20	1.0172059496777077E-4	9.651051571332398E-4	0	0	19.891129032258064	182.8647339931024	CDKN2A;MDM2;MITF;TP53
Signaling by KIT in Disease	4/20	1.0172059496777077E-4	9.651051571332398E-4	0	0	19.891129032258064	182.8647339931024	NRAS;PIK3CA;KIT;HRAS
Signaling by PDGFR in Disease	4/20	1.0172059496777077E-4	9.651051571332398E-4	0	0	19.891129032258064	182.8647339931024	PDGFRA;NRAS;PIK3CA;HRAS
Signaling by Phosphorylated Juxtamembrane, Extracellular and Kinase Domain KIT Mutants	4/20	1.0172059496777077E-4	9.651051571332398E-4	0	0	19.891129032258064	182.8647339931024	NRAS;PIK3CA;KIT;HRAS
MyD88 MAL(TIRAP) Cascade Initiated on Plasma Membrane	8/115	1.0534697219775641E-4	9.783849102336275E-4	0	0	6.018385169296767	55.11788294923742	NFKBIA;MAP2K1;CASP8;MAPK1;TP53;AGER;TLR4;NFKB1
Toll Like Receptor TLR6 TLR2 Cascade	8/115	1.0534697219775641E-4	9.783849102336275E-4	0	0	6.018385169296767	55.11788294923742	NFKBIA;MAP2K1;CASP8;MAPK1;TP53;AGER;TLR4;NFKB1
IFNG Signaling Activates MAPKs	3/8	1.0563538876558446E-4	9.783849102336275E-4	0	0	47.57349397590362	435.5599386471975	IFNG;MAPK1;RAF1
Recruitment and ATM-med Phosphorylation of Repair and Signaling Proteins at DNA Double Strand Breaks	6/60	1.0681067295945246E-4	9.814807507376457E-4	0	0	8.895212285456187	81.34184802175221	KDM4A;KDM4B;CHEK2;ABL1;ATM;TP53
DNA Double Strand Break Response	6/61	1.1722646190612822E-4	0.0010687756331597784	0	0	8.733037694013303	79.04624290261796	KDM4A;KDM4B;CHEK2;ABL1;ATM;TP53
Regulation of Gene Expression in Beta Cells	4/21	1.2441596639458912E-4	0.0011152103345460338	0	0	18.72011385199241	168.32901806739045	RFX6;AKT3;AKT1;PAX6
Signal Transduction by L1	4/21	1.2441596639458912E-4	0.0011152103345460338	0	0	18.72011385199241	168.32901806739045	MAP2K1;MAP2K2;MAPK1;RAC1
Toll Like Receptor 2 (TLR2) Cascade	8/118	1.2614204298207066E-4	0.0011152103345460338	0	0	5.853353204172876	52.5520018791257	NFKBIA;MAP2K1;CASP8;MAPK1;TP53;AGER;TLR4;NFKB1
Toll Like Receptor TLR1 TLR2 Cascade	8/118	1.2614204298207066E-4	0.0011152103345460338	0	0	5.853353204172876	52.5520018791257	NFKBIA;MAP2K1;CASP8;MAPK1;TP53;AGER;TLR4;NFKB1
Signaling by FGFR3	5/40	1.4007601702907186E-4	0.0012290880591949388	0	0	11.401388085598612	101.16822539993116	NRAS;PIK3CA;MAPK1;BRAF;HRAS
PI5P Regulates TP53 Acetylation	3/9	1.569781982212272E-4	0.0013646534986621731	0	0	39.6425702811245	347.2452739077128	EP300;PIP4K2A;TP53
Signaling by FGFR4	5/41	1.5790422533660088E-4	0.0013646534986621731	0	0	11.084120557804768	97.0250917954536	NRAS;PIK3CA;MAPK1;BRAF;HRAS
Homology Directed Repair	8/122	1.5903416950990195E-4	0.0013646534986621731	0	0	5.6468219729652	49.38931557226828	RTEL1;PARP1;ERCC1;XRCC3;CDK2;ABL1;ATM;BRCA2
Regulation of TP53 Activity Through Phosphorylation	7/92	1.6346207017085092E-4	0.0013924104809444017	0	0	6.609411764705882	57.62699575003964	STK11;CHEK2;CDK2;MDM2;ATM;TP53;AURKA
Death Receptor Signaling	9/157	1.7387587243871246E-4	0.0014703850951882423	0	0	4.904904904904905	42.46259015170567	NFKBIA;NGFR;HDAC2;CASP8;FAS;FASLG;RAC1;TNF;NFKB1
Interleukin-2 Family Signaling	5/44	2.2190523776770803E-4	0.0018387974727632095	0	0	10.229938752205959	86.06713577616064	SYK;PIK3CA;PTK2B;GAB2;IL2
Stabilization of P53	5/44	2.2190523776770803E-4	0.0018387974727632095	0	0	10.229938752205959	86.06713577616064	CDKN2A;CHEK2;MDM2;ATM;TP53
RUNX1 and FOXP3 Control the Development of Regulatory T Lymphocytes (Tregs)	3/10	2.2216833218475796E-4	0.0018387974727632095	0	0	33.9776247848537	285.82233515877044	IFNG;CTLA4;IL2
MyD88 Cascade Initiated on Plasma Membrane	7/98	2.4216552632773408E-4	0.0019625497862810113	0	0	6.171742543171114	51.38524379868428	NFKBIA;MAP2K1;CASP8;MAPK1;TP53;AGER;NFKB1
Toll Like Receptor 10 (TLR10) Cascade	7/98	2.4216552632773408E-4	0.0019625497862810113	0	0	6.171742543171114	51.38524379868428	NFKBIA;MAP2K1;CASP8;MAPK1;TP53;AGER;NFKB1
Toll Like Receptor 5 (TLR5) Cascade	7/98	2.4216552632773408E-4	0.0019625497862810113	0	0	6.171742543171114	51.38524379868428	NFKBIA;MAP2K1;CASP8;MAPK1;TP53;AGER;NFKB1
TAK1-dependent IKK and NF-kappa-B Activation	5/45	2.4710053378113034E-4	0.0019887332615350284	0	0	9.973684210526315	82.83858139303115	NFKBIA;CASP8;AGER;TP53;NFKB1
Signaling by ERBB2 KD Mutants	4/25	2.5275892833723966E-4	0.0020065963902691068	0	0	15.151305683563749	125.49939186912432	NRAS;PIK3CA;ERBB4;HRAS
Signaling by NTRK2 (TRKB)	4/25	2.5275892833723966E-4	0.0020065963902691068	0	0	15.151305683563749	125.49939186912432	NRAS;PIK3CA;RAC1;HRAS
C-type Lectin Receptors (CLRs)	8/131	2.593176849925543E-4	0.002044754989096695	0	0	5.231240836998534	43.19674451527648	NFKBIA;NRAS;CASP8;SYK;EP300;RAF1;HRAS;NFKB1
Signaling by ERBB2 in Cancer	4/26	2.957756212046458E-4	0.002263988601148864	0	0	14.461876832844574	117.515901296309	NRAS;PIK3CA;ERBB4;HRAS
CASP8 Activity Is Inhibited	3/11	3.0264114976797155E-4	0.002263988601148864	0	0	29.728915662650603	240.89229706019236	CASP8;FAS;FASLG
Dimerization of Procaspase-8	3/11	3.0264114976797155E-4	0.002263988601148864	0	0	29.728915662650603	240.89229706019236	CASP8;FAS;FASLG
MET Activates RAS Signaling	3/11	3.0264114976797155E-4	0.002263988601148864	0	0	29.728915662650603	240.89229706019236	NRAS;HRAS;MET
Regulation by c-FLIP	3/11	3.0264114976797155E-4	0.002263988601148864	0	0	29.728915662650603	240.89229706019236	CASP8;FAS;FASLG
Regulation of Gene Expression by Hypoxia-inducible Factor	3/11	3.0264114976797155E-4	0.002263988601148864	0	0	29.728915662650603	240.89229706019236	EPO;ARNT;EP300
STAT3 Nuclear Events Downstream of ALK Signaling	3/11	3.0264114976797155E-4	0.002263988601148864	0	0	29.728915662650603	240.89229706019236	CD274;HDAC2;EP300
Signaling by FGFR4 in Disease	3/11	3.0264114976797155E-4	0.002263988601148864	0	0	29.728915662650603	240.89229706019236	NRAS;PIK3CA;HRAS
Interleukin-1 Signaling	7/102	3.0979387357880765E-4	0.0023027353532896083	0	0	5.910676691729323	47.75592352780444	NFKBIA;IL1RN;MAP2K1;CASP8;TP53;AGER;NFKB1
Resolution of D-loop Structures Through Synthesis-Dependent Strand Annealing (SDSA)	4/27	3.4379946889831334E-4	0.0025393289886350106	0	0	13.832398316970547	110.31962895764588	RTEL1;XRCC3;ATM;BRCA2
Extra-nuclear Estrogen Signaling	6/75	3.671308514056868E-4	0.0026946019093738146	0	0	6.956168257334747	55.02184563324893	NRAS;PIK3CA;AKT3;AKT1;MAPK1;HRAS
TP53 Regulates Transcription of Cell Cycle Genes	5/49	3.7020261229484734E-4	0.002700165303425543	0	0	9.065145380934855	71.62788454091726	CDK2;E2F1;EP300;TP53;AURKA
Mitotic G1 Phase and G1 S Transition	8/139	3.8722669483145296E-4	0.00277698624757718	0	0	4.90977349518208	38.57363674966436	CDKN1C;CDK4;CDKN2A;AKT3;CDK2;ABL1;E2F1;AKT1
Toll Like Receptor 3 (TLR3) Cascade	7/106	3.918074224930601E-4	0.00277698624757718	0	0	5.670707070707071	44.48522319850133	NFKBIA;MAP2K1;CASP8;MAPK1;TP53;AGER;NFKB1
Transcriptional Regulation by RUNX2	7/106	3.918074224930601E-4	0.00277698624757718	0	0	5.670707070707071	44.48522319850133	LGALS3;CDK4;AKT3;ABL1;AKT1;MAPK1;HDAC6
Neutrophil Degranulation	16/478	3.9388448962456826E-4	0.00277698624757718	0	0	2.830141609802627	22.186761751865763	TRAPPC1;GSTP1;RNASET2;UBR4;MMP8;NFKB1;LGALS3;NRAS;QPCT;CAT;MAPK1;RAC1;CAPN1;HPSE;DSC1;HSPA1A
FLT3 Signaling in Disease	4/28	3.9715550985323445E-4	0.00277698624757718	0	0	13.255376344086022	103.80527313235255	NRAS;PIK3CA;GAB2;HRAS
Sulfur Amino Acid Metabolism	4/28	3.9715550985323445E-4	0.00277698624757718	0	0	13.255376344086022	103.80527313235255	MPST;MTAP;CBS;CTH
Erythropoietin Activates Phosphoinositide-3-kinase (PI3K)	3/12	3.9977179913707476E-4	0.00277698624757718	0	0	26.424364123159304	206.76052016579752	PIK3CA;EPO;EPOR
Interleukin-2 Signaling	3/12	3.9977179913707476E-4	0.00277698624757718	0	0	26.424364123159304	206.76052016579752	SYK;PTK2B;IL2
Interleukin-1 Family Signaling	8/140	4.063045573919422E-4	0.002805665198085187	0	0	4.872329855936413	38.04513717578086	NFKBIA;IL1RN;MAP2K1;CASP8;IL1RAPL1;TP53;AGER;NFKB1
Extension of Telomeres	5/51	4.468178198586069E-4	0.0030672729163234956	0	0	8.670128498503784	66.8758189588192	PPP6C;RTEL1;TERT;CDK2;POT1
Downstream Signal Transduction	4/29	4.5617228078332755E-4	0.0030771852697927355	0	0	12.724516129032258	97.88512189565164	PDGFRA;NRAS;PIK3CA;HRAS
TRAF6 Mediated IRF7 Activation	4/29	4.5617228078332755E-4	0.0030771852697927355	0	0	12.724516129032258	97.88512189565164	IFNA5;IFNA1;IFNB1;EP300
VEGFR2 Mediated Vascular Permeability	4/29	4.5617228078332755E-4	0.0030771852697927355	0	0	12.724516129032258	97.88512189565164	AKT3;AKT1;CTNNB1;RAC1
Signaling by MET	6/79	4.8604262297925223E-4	0.003259837592050502	0	0	6.573671901102573	50.151951252696094	NRAS;COL2A1;PIK3CA;RAC1;HRAS;MET
Signaling by FGFR1	5/52	4.893262108628863E-4	0.0032631067890113614	0	0	8.485226979067965	64.67848306646141	NRAS;PIK3CA;MAPK1;BRAF;HRAS
Advanced Glycosylation Endproduct Receptor Signaling	3/13	5.148767659566537E-4	0.0033603236371753994	0	0	23.780722891566263	180.0577165870464	LGALS3;MAPK1;AGER
NF-kB Is Activated and Signals Survival	3/13	5.148767659566537E-4	0.0033603236371753994	0	0	23.780722891566263	180.0577165870464	NFKBIA;NGFR;NFKB1
Platelet Activation, Signaling and Aggregation	11/262	5.154118783784365E-4	0.0033603236371753994	0	0	3.5454365112165447	26.840883862902455	SYK;PIK3CA;GNAQ;GNA11;RAC2;AKT1;VEGFC;MAPK1;RAC1;RAF1;CLU
Post NMDA Receptor Activation Events	6/80	5.199898962435566E-4	0.0033603236371753994	0	0	6.484508899143045	49.03391857412858	GRIN2A;NRAS;ERBB4;MAPK1;RAC1;HRAS
Activation of BH3-only Proteins	4/30	5.211813010529111E-4	0.0033603236371753994	0	0	12.234491315136477	92.48556768084713	AKT3;E2F1;AKT1;TP53
Signaling by ALK	4/30	5.211813010529111E-4	0.0033603236371753994	0	0	12.234491315136477	92.48556768084713	CD274;HDAC2;PIK3CA;EP300
Interleukin-4 and Interleukin-13 Signaling	7/112	5.464996971596791E-4	0.0035042041021172833	0	0	5.345034013605442	40.151771529430086	POMC;AKT1;FASLG;PTGS2;TNF;JUNB;TP53
Insulin Receptor Signalling Cascade	5/54	5.833909311071182E-4	0.0037203126590273604	0	0	8.138064942576221	60.601346089506116	NRAS;PIK3CA;MAPK1;GAB2;HRAS
Toll Like Receptor 4 (TLR4) Cascade	8/148	5.881216803997559E-4	0.0037300978316658433	0	0	4.592037470725995	34.15822289862163	NFKBIA;MAP2K1;CASP8;MAPK1;TP53;AGER;TLR4;NFKB1
Regulation of RAS by GAPs	5/55	6.352120674436756E-4	0.00398754926267247	0	0	7.974898785425101	58.70762931519705	NRAS;CUL3;RASA2;NF1;HRAS
AKT Phosphorylates Targets in the Cytosol	3/14	6.492153898095709E-4	0.00398754926267247	0	0	21.61774370208105	158.66874822951655	AKT3;MDM2;AKT1
PTK6 Regulates RHO GTPases, RAS GTPase and MAP Kinases	3/14	6.492153898095709E-4	0.00398754926267247	0	0	21.61774370208105	158.66874822951655	NRAS;RAC1;HRAS
Regulation of TP53 Activity Through Association With Co-factors	3/14	6.492153898095709E-4	0.00398754926267247	0	0	21.61774370208105	158.66874822951655	AKT3;AKT1;TP53
SHC1 Events in ERBB4 Signaling	3/14	6.492153898095709E-4	0.00398754926267247	0	0	21.61774370208105	158.66874822951655	NRAS;ERBB4;HRAS
TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest	3/14	6.492153898095709E-4	0.00398754926267247	0	0	21.61774370208105	158.66874822951655	CDK2;E2F1;TP53
HDR Through Homologous Recombination (HRR) or Single Strand Annealing (SSA)	7/116	6.74153748979083E-4	0.004119044110254397	0	0	5.1478374836173	37.589778840243554	RTEL1;ERCC1;XRCC3;CDK2;ABL1;ATM;BRCA2
Transcriptional Regulation by RUNX3	6/86	7.641629984062585E-4	0.00464467822468804	0	0	5.996341463414634	43.03412032989441	CDKN2A;SPP1;MDM2;EP300;CTNNB1;TP53
Constitutive Signaling by EGFRvIII	3/15	8.039913484827756E-4	0.004836380946801027	0	0	19.815261044176708	141.2020055900442	NRAS;PIK3CA;HRAS
Signaling by EGFRvIII in Cancer	3/15	8.039913484827756E-4	0.004836380946801027	0	0	19.815261044176708	141.2020055900442	NRAS;PIK3CA;HRAS
Fc Epsilon Receptor (FCERI) Signaling	9/197	9.11828859137813E-4	0.005450379930076096	0	0	3.8534278959810875	26.974219695328685	NFKBIA;NRAS;SYK;PIK3CA;MAPK1;RAC1;GAB2;HRAS;NFKB1
Meiosis	6/89	9.154022847428576E-4	0.005450379930076096	0	0	5.778724654716426	40.42880677467055	CDK4;CDK2;POT1;ATM;BRCA2;REC8
DNA Damage Telomere Stress Induced Senescence	5/60	9.476729748405117E-4	0.005558563020033123	0	0	7.248067721751933	50.457431261808125	CDK2;POT1;ATM;TP53;ASF1A
CD28 Co-Stimulation	4/35	9.478612176406096E-4	0.005558563020033123	0	0	10.258584807492195	71.41311167005438	PIK3CA;AKT3;AKT1;RAC1
GPVI-mediated Activation Cascade	4/35	9.478612176406096E-4	0.005558563020033123	0	0	10.258584807492195	71.41311167005438	SYK;PIK3CA;RAC2;RAC1
p75NTR Signals via NF-kB	3/16	9.803541110144844E-4	0.005608202193891683	0	0	18.290083410565337	126.70632173009713	NFKBIA;NGFR;NFKB1
FOXO-mediated Transcription of Cell Death Genes	3/16	9.803541110144844E-4	0.005608202193891683	0	0	18.290083410565337	126.70632173009713	STK11;EP300;FASLG
GRB2 Events in ERBB2 Signaling	3/16	9.803541110144844E-4	0.005608202193891683	0	0	18.290083410565337	126.70632173009713	NRAS;ERBB4;HRAS
Rap1 Signalling	3/16	9.803541110144844E-4	0.005608202193891683	0	0	18.290083410565337	126.70632173009713	RAF1;RAP1GAP;SIPA1
Signaling by ERBB2 ECD Mutants	3/16	9.803541110144844E-4	0.005608202193891683	0	0	18.290083410565337	126.70632173009713	NRAS;PIK3CA;HRAS
Aberrant Regulation of Mitotic Cell Cycle Due to RB1 Defects	4/36	0.0010558925589722859	0.005981682603498338	0	0	9.9375	68.10535287007536	CDKN1C;CDK4;CDK2;E2F1
Resolution of D-Loop Structures	4/36	0.0010558925589722859	0.005981682603498338	0	0	9.9375	68.10535287007536	RTEL1;XRCC3;ATM;BRCA2
Cellular Response to Chemical Stress	9/202	0.0010874775713044695	0.006130851815035343	0	0	3.752638649011706	25.607609934647822	PRDX2;CDKN2A;GSTP1;CUL3;AKT3;CAT;AKT1;EP300;NFKB1
Reproduction	7/127	0.001149809547581284	0.006430888914682206	0	0	4.673333333333333	31.629862878304746	BMP4;CDK4;CDK2;POT1;ATM;BRCA2;REC8
Activation of NMDA Receptors and Postsynaptic Events	6/93	0.0011517187516440284	0.006430888914682206	0	0	5.511914774320157	37.296370690497994	GRIN2A;NRAS;ERBB4;MAPK1;RAC1;HRAS
Evasion by RSV of Host Interferon Responses	4/37	0.001172280993368515	0.006514532948862176	0	0	9.635874877810362	65.03062958073379	IFNA5;IFNA1;IFNB1;EP300
Transcriptional Regulation by MECP2	5/63	0.001182922630822766	0.006542515214076626	0	0	6.8721206198520175	46.316492439954935	HDAC2;GRIN2A;PTEN;PPARG;MET
Diseases of Mitotic Cell Cycle	4/38	0.0012973655939554644	0.00710810163448839	0	0	9.351992409867172	62.166617053015166	CDKN1C;CDK4;CDK2;E2F1
Signaling by FGFR1 in Disease	4/38	0.0012973655939554644	0.00710810163448839	0	0	9.351992409867172	62.166617053015166	NRAS;PIK3CA;GAB2;HRAS
Gastrin-CREB Signalling Pathway via PKC and MAPK	3/18	0.0014021753867333431	0.0075061407170541805	0	0	15.84979919678715	104.12890762759095	NRAS;MAPK1;HRAS
MECP2 Regulates Neuronal Receptors and Channels	3/18	0.0014021753867333431	0.0075061407170541805	0	0	15.84979919678715	104.12890762759095	HDAC2;GRIN2A;MET
Mitochondrial Unfolded Protein Response (UPRmt)	3/18	0.0014021753867333431	0.0075061407170541805	0	0	15.84979919678715	104.12890762759095	CAT;AKT1;HSPA1A
TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest	3/18	0.0014021753867333431	0.0075061407170541805	0	0	15.84979919678715	104.12890762759095	EP300;TP53;AURKA
Tie2 Signaling	3/18	0.0014021753867333431	0.0075061407170541805	0	0	15.84979919678715	104.12890762759095	NRAS;PIK3CA;HRAS
Activation of NOXA and Translocation to Mitochondria	2/5	0.00154217700622151	0.008106849397569829	0	0	52.653333333333336	340.90717747156407	E2F1;TP53
Activation of RAS in B Cells	2/5	0.00154217700622151	0.008106849397569829	0	0	52.653333333333336	340.90717747156407	NRAS;HRAS
G2 Phase	2/5	0.00154217700622151	0.008106849397569829	0	0	52.653333333333336	340.90717747156407	CDK2;E2F1
LRR FLII-interacting Protein 1 (LRRFIP1) Activates Type I IFN Production	2/5	0.00154217700622151	0.008106849397569829	0	0	52.653333333333336	340.90717747156407	CTNNB1;EP300
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	3/19	0.0016496744482176883	0.00859450929049126	0	0	14.858433734939759	95.20061955769404	NRAS;PIK3CA;HRAS
Signaling by Ligand-Responsive EGFR Variants in Cancer	3/19	0.0016496744482176883	0.00859450929049126	0	0	14.858433734939759	95.20061955769404	NRAS;PIK3CA;HRAS
Downstream Signaling Events of B Cell Receptor (BCR)	5/68	0.0016673099281494612	0.008637895918567	0	0	6.325107640897115	40.45882789259848	NFKBIA;NRAS;NFKBIE;HRAS;NFKB1
Toll-like Receptor Cascades	8/174	0.0016728058933985792	0.008637895918567	0	0	3.8676673908749755	24.726975711823354	NFKBIA;MAP2K1;CASP8;MAPK1;TP53;AGER;TLR4;NFKB1
Dual Incision in GG-NER	4/41	0.001728172583654859	0.008845514934759739	0	0	8.592414995640802	54.653694486588385	PARP1;ERCC1;ERCC2;ERCC5
Transcriptional Regulation by VENTX	4/41	0.001728172583654859	0.008845514934759739	0	0	8.592414995640802	54.653694486588385	CDKN2A;CTNNB1;TP53;NFKB1
High Laminar Flow Shear Stress Activates Signaling by PIEZO1 and PECAM1 CDH5 KDR in Endothelial Cell	5/69	0.0017793867258820747	0.009067879079058433	0	0	6.225961538461538	39.41959149295663	PIK3CA;GNA11;GNAQ;AKT1;CTNNB1
Formation of Incision Complex in GG-NER	4/43	0.0020650215854803615	0.010477739957632966	0	0	8.150951199338296	50.394189885710276	PARP1;ERCC1;ERCC2;ERCC5
CTLA4 Inhibitory Signaling	3/21	0.0022225835336740422	0.011228376553236394	0	0	13.20615796519411	80.67754160975534	AKT3;AKT1;CTLA4
TP53 Regulates Transcription of Cell Death Genes	4/44	0.002249333959569054	0.011296019853531973	0	0	7.946774193548387	48.45244480756896	FAS;ATM;NDRG1;TP53
Cyclin E Associated Events During G1 S Transition	5/73	0.0022834641086864962	0.011296019853531973	0	0	5.8585377470826385	35.63198771641271	CDK4;AKT3;CDK2;E2F1;AKT1
p75NTR Negatively Regulates Cell Cycle via SC1	2/6	0.002294050304444797	0.011296019853531973	0	0	39.488	239.98580587060565	NGFR;HDAC2
CLEC7A Inflammasome Pathway	2/6	0.002294050304444797	0.011296019853531973	0	0	39.488	239.98580587060565	CASP8;NFKB1
MET Activates PI3K AKT Signaling	2/6	0.002294050304444797	0.011296019853531973	0	0	39.488	239.98580587060565	PIK3CA;MET
PTK6 Regulates Cell Cycle	2/6	0.002294050304444797	0.011296019853531973	0	0	39.488	239.98580587060565	CDK4;CDK2
Post-translational Protein Phosphorylation	6/107	0.0023606685204599484	0.011575210770490589	0	0	4.744506157932866	28.69861832702679	BMP4;TNC;SPP1;CP;PRSS23;FBN1
Deregulated CDK5 Triggers Multiple Neurodegenerative Pathways in Alzheimer's Disease Models	3/22	0.002549745786003773	0.012194890706009848	0	0	12.510462904248573	74.70950217679649	PRDX2;FASLG;CAPN1
NPAS4 Regulates Expression of Target Genes	3/22	0.002549745786003773	0.012194890706009848	0	0	12.510462904248573	74.70950217679649	MDM2;ARNT;MAPK1
Neurodegenerative Diseases	3/22	0.002549745786003773	0.012194890706009848	0	0	12.510462904248573	74.70950217679649	PRDX2;FASLG;CAPN1
SHC1 Events in ERBB2 Signaling	3/22	0.002549745786003773	0.012194890706009848	0	0	12.510462904248573	74.70950217679649	NRAS;ERBB4;HRAS
Signaling by ERBB2 TMD JMD Mutants	3/22	0.002549745786003773	0.012194890706009848	0	0	12.510462904248573	74.70950217679649	NRAS;ERBB4;HRAS
Signaling by FGFR3 in Disease	3/22	0.002549745786003773	0.012194890706009848	0	0	12.510462904248573	74.70950217679649	NRAS;PIK3CA;HRAS
Cyclin A Cdk2-associated Events at S Phase Entry	5/75	0.002571134314053722	0.012197210343498754	0	0	5.690572585309427	33.93520670642004	CDK4;AKT3;CDK2;E2F1;AKT1
Signaling by FGFR2	5/75	0.002571134314053722	0.012197210343498754	0	0	5.690572585309427	33.93520670642004	NRAS;PIK3CA;MAPK1;BRAF;HRAS
Interleukin-10 Signaling	4/46	0.0026513670716552663	0.012526904342597957	0	0	7.567588325652841	44.89607912009362	CSF3;IL1RN;PTGS2;TNF
Adipogenesis	6/110	0.0027119657527395194	0.012761548521963787	0	0	4.606941838649155	27.227401902769675	HDAC2;CDK4;EP300;PPARG;TNF;NFKB1
RAF-independent MAPK1 3 Activation	3/23	0.0029051390574884074	0.013615651727264944	0	0	11.88433734939759	69.41967102174789	MAP2K1;MAP2K2;MAPK1
Interferon Signaling	10/280	0.0030259425662688202	0.014125099899342854	0	0	2.981022344658708	17.291517422325864	IFNA5;IFNA1;IFNG;IFNB1;MX2;MAPK1;RAF1;TP53;HLA-DQA1;HSPA1A
IRS-mediated Signalling	4/48	0.003100086243655269	0.014356351771213091	0	0	7.222873900293255	41.7216695909338	NRAS;PIK3CA;GAB2;HRAS
Interleukin-3, Interleukin-5 and GM-CSF Signaling	4/48	0.003100086243655269	0.014356351771213091	0	0	7.222873900293255	41.7216695909338	SYK;PIK3CA;GAB2;IL2
Erythropoietin Activates Phospholipase C Gamma (PLCG)	2/7	0.003185018241156392	0.014462709289608987	0	0	31.5888	181.61340137408638	EPO;EPOR
